id,insumo_medico_clave,forma_farmaceutica_id,presentacion_id,es_controlado,es_surfactante,concentracion,contenido,cantidad_x_envase,unidad_medida_id,indicaciones,via_administracion_id,dosis,created_at,updated_at,deleted_at
277,010.000.0474.00,NULL,102,0,0,"100 mg","Caja con 50 frascos ámpula y 50 ampolletas con 2 ml de diluyente.",50.00,53,"Insuficiencia suprarrenal. Estados de choque. Autoinmunidad. “Status” asmático.",32,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
278,010.000.1708.00,NULL,102,0,0,"100 µg","Caja con 3 ampolletas de 2 ml o frasco ámpula y diluyente",3.00,39,"Anemias megaloblásticas por deficiencia de vitamina B12.",14,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
279,010.000.2814.00,NULL,102,0,0,"200 mg","Envase con gotero integral con 15 ml",1.00,52,"Irritación ocular asociada con producción deficiente de lágrimas. Lubricante y protector del globo ocular.",38,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
280,010.000.2893.00,NULL,102,0,0,"6 mg","Envase con gotero integral con 15 ml",1.00,52,"Irritación ocular asociada con producción deficiente de lágrimas. Lubricante y protector del globo ocular.",38,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
281,010.000.5287.00,NULL,102,0,0,"100 mg","Envase con un frasco ámpula.",1.00,53,"Infecciones por bacterias gram positivas y gram negativas sensibles.",8,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
282,010.000.5265.00,NULL,102,0,0,"500 mg","Envase con un frasco ámpula",1.00,53,"Infecciones por bacterias gram positivas y gram negativas sensibles.",8,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
283,040.000.3302.00,NULL,102,1,0,"50 mg",NULL,20.00,71,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
284,010.000.3413.00,NULL,102,0,0,"Norelgestromina 6.00 mg. Etinilestradiol 0.60 mg","Envase con 30 cápsulas",30.00,43,"Antiinflamatorio en procesos articulares o periarticulares agudos y crónicos. Utero-inhibidor.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
285,010.000.4202.00,NULL,102,0,0,"1 mg","Envase con frasco ámpula con 2 ml.",1.00,53,"Cierre de conducto arterioso permeable en prematuros",27,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
286,010.000.3412.01,NULL,102,0,0,"Enantato de noretisterona 50 mg. Valerato de estradiol 5 mg","Envase con 15 supositorios",15.00,70,"Antiinflamatorio en procesos articulares o periarticulares agudos y crónicos. Utero-inhibidor.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
287,010.000.3412.00,NULL,102,0,0,"1 mg","Envase con 6 supositorios",6.00,70,"Antiinflamatorio en procesos articulares o periarticulares agudos y crónicos. Utero-inhibidor.",45,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
288,010.000.1591.00,NULL,102,0,0,0.300mg,"Caja con un frasco ámpula con o sin diluyente o una jeringa o una ampolleta.",1.00,53,"Prevención de sensibilización a RhD. Prevención de la enfermedad hemolítica Rhesus del neonato.",14,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
289,020.000.3833.00,NULL,47,0,0,"400 mg",NULL,NULL,NULL,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
290,010.000.4156.00,NULL,102,0,0,"400 mg","Envase con un frasco ámpula con 10 ml.",1.00,53,"Diabetes mellitus.",34,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
291,010.000.4165.00,NULL,102,0,0,"10 mg","Envase con 1 pluma prellenada con 3 ml (100 U/ml).",1.00,68,"Diabetes mellitus.",46,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
292,010.000.4165.01,NULL,102,0,0,"10 mg","Envase con 5 plumas prellenadas con 3 ml (100 U/ml).",5.00,68,"Diabetes mellitus.",46,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
293,010.000.4158.01,NULL,102,0,0,"5 mg","Envase con 5 cartuchos de vidrio con 3 ml en dispositivo desechable.",5.00,44,"Diabetes mellitus tipo 1. Diabetes mellitus tipo 2.",46,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
294,010.000.4158.00,NULL,102,0,0,"5 mg","Envase con un frasco ámpula con 10 ml.",1.00,53,"Diabetes mellitus tipo 1. Diabetes mellitus tipo 2.",46,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
295,010.000.1050.01,NULL,102,0,0," 100 UI","Caja con un frasco ámpula con 10 ml.",1.00,53,"Diabetes mellitus tipo 1. Acidosis y coma diabético. Diabetes mellitus tipo 2 no controlada. Hiperpotasemia. ",49,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
296,010.000.1051.01,NULL,102,0,0," 100 UI","Caja con un frasco ámpula con 10 ml.",1.00,53,"Diabetes mellitus tipo 1. Acidosis y coma diabético. Diabetes mellitus tipo 2 no controlada. Hiperpotasemia. ",49,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
297,010.000.1051.00,NULL,102,0,0," 100 UI","Caja con un frasco ámpula con 5 ml.",1.00,53,"Diabetes mellitus tipo 1. Acidosis y coma diabético. Diabetes mellitus tipo 2 no controlada. Hiperpotasemia. ",49,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
298,010.000.4157.00,NULL,102,0,0," 100 UI","Envase con un frasco ámpula con 10 ml.",1.00,53,"Diabetes mellitus tipo 1. Acidosis y coma diabético. Diabetes mellitus tipo 2 no controlada. Hiperpotasemia. ",49,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
299,010.000.1050.00,NULL,102,0,0," 100 UI","Caja con un frasco ámpula con 5 ml. ",1.00,53,"Diabetes mellitus tipo 1. Acidosis y coma diabético. Diabetes mellitus tipo 2 no controlada. Hiperpotasemia. ",49,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
300,010.000.4162.00,NULL,102,0,0," 100 UI","Envase con un frasco ámpula con 10 ml.",1.00,53,"Diabetes mellitus tipo 1.",46,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
301,010.000.4148.00,NULL,102,0,0," 100 UI","Envase con dos cartuchos con 3 ml.",2.00,44,"Diabetes mellitus insulino dependiente.",46,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
302,010.000.2190.01,NULL,102,0,0,"20 µg/100 µg ","Caja con frasco con 120 disparos (120 dosis)",1.00,52,"Broncoespasmo en casos de asma bronquial. Broncoespasmo en caso de enfermedad pulmonar obstructiva crónica",NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
303,010.000.2187.00,NULL,102,0,0,"0.25 mg","Caja con un frasco ámpula con 20 ml.",1.00,53,"Broncoespasmo en casos de asma bronquial. Broncoespasmo en caso de enfermedad pulmonar obstructiva crónica.",13,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
304,010.000.2162.00,NULL,102,0,0,"0.286 mg","Caja con un frasco con 15 ml.",1.00,52,"Broncoespasmo en casos de asma bronquial. Broncoespasmo en caso de enfermedad pulmonar obstructiva crónica.",NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
305,010.000.2162.01,NULL,102,0,0,"0.374 mg","Caja con un frasco con 10 ml.",1.00,52,"Broncoespasmo en casos de asma bronquial. Broncoespasmo en caso de enfermedad pulmonar obstructiva crónica.",NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
306,010.000.2188.00,NULL,102,0,0," 0.500 mg/2.500 mg","Caja con 10 ampolletas de 2.5 ml.",10.00,39,"Broncoespasmo en casos de asma bronquial Broncoespasmo en caso de enfermedad pulmonar obstructiva crónica",13,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
307,010.000.4095.00,NULL,102,0,0,"150 mg","Envase con 28 tabletas.",28.00,71,"Hipertensión arterial sistémica.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
308,010.000.4096.00,NULL,102,0,0,"300 mg","Envase con 28 tabletas.",28.00,71,"Disolución de coágulos en: Infarto del miocardio. Trombosis arterial o venosa. Embolia pulmonar.",27,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
309,010.000.2024.00,NULL,102,0,0,"1 g","Caja con un tubo con 20 g.",1.00,73,Dermatomicosis,2,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
310,010.000.2404.00,NULL,102,0,0,"100 mg","Envase con 200 tabletas.",200.00,71,Tuberculosis.,39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
311,010.000.2417.00,NULL,102,0,0,"400 mg","Envase con 90 tabletas recubiertas.",90.00,71,"Tuberculosis. Tratamiento acortado, fase de sostén.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
312,010.000.2418.00,NULL,102,0,0,"75 mg","Envase con 240 tabletas.",240.00,71,"Tuberculosis. Tratamiento acortado, fase intensiva.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
313,010.000.0592.00,NULL,102,0,0,"5 mg","Caja con 20 tabletas sublinguales.",20.00,71,"Angina de pecho. Cardiopatía isquémica crónica. Insuficiencia cardiaca.",52,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
314,010.000.0593.00,NULL,102,0,0,"10 mg","Caja con 20 tabletas.",20.00,71,"Angina de pecho. Cardiopatía isquémica crónica. Insuficiencia cardiaca. Sublingual.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
315,010.000.2018.00,NULL,102,0,0,"100 mg","Caja con 15 cápsulas.",15.00,43,"Micosis local y sistémica.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
316,010.000.1951.00,NULL,102,0,0,"1 g","Caja con un frasco ámpula",1.00,53,"Infecciones por bacterias gram negativas sensibles.",32,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
317,040.000.0226.00,NULL,102,1,0,"100 ml","Envase con un frasco ámpula de 10 ml.",1.00,53,"Inducción de la anestesia general.",32,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
318,010.000.2016.00,NULL,102,0,0,"200 mg","Caja con 10 tabletas.",10.00,71,"Micosis local y sistémica.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
319,010.000.2504.00,NULL,102,0,0,"100 ml",NULL,15.00,43,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
320,010.000.3422.00,NULL,102,0,0,"30 mg","Envase con 3 frascos ámpula o 3 ampolletas de 1 ml.",3.00,53,"Dolor de leve a moderada intensidad.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
321,010.000.5664.00,NULL,102,0,0,"200 mg",NULL,1.00,53,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
322,010.000.5661.00,NULL,102,0,0,"100 mg",NULL,28.00,71,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
323,010.000.5662.00,NULL,102,0,0,"150 mg",NULL,28.00,71,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
324,010.000.5660.00,NULL,102,0,0,"50 mg",NULL,14.00,71,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
325,010.000.4515.00,NULL,102,0,0,"100 mg","Envase con 3 comprimidos",3.00,45,"Artritis reumatoide activa en adultos.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
326,010.000.4514.00,NULL,102,0,0,"500 mg","Envase con 30 comprimidos",30.00,45,"Artritis reumatoide activa en adultos.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
327,040.000.2654.00,NULL,102,1,0,"750 mg",NULL,100.00,71,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
328,040.000.2657.01,NULL,102,1,0,"200/50 mg",NULL,100.00,71,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
329,040.000.2657.00,NULL,102,1,0,"200/50 mg",NULL,50.00,71,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
330,010.000.4249.00,NULL,102,0,0,"500 mg","Envase con 100 ml.",1.00,52,"Infecciones producidas por bacterias gram positivas y gram negativas susceptibles.",27,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
331,010.000.4299.00,NULL,102,0,0,"500 mg","Envase con 7 tabletas.",7.00,71,"Infecciones producidas por bacterias gram positivas y gram negativas susceptibles.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
332,010.000.4300.00,NULL,102,0,0,"750 mg","Envase con 7 tabletas.",7.00,71,"Infecciones producidas por bacterias gram positivas y gram negativas susceptibles.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
333,040.000.5476.00,NULL,102,1,0,"0.750 mg",NULL,10.00,39,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
334,040.000.3204.00,NULL,102,1,0,"1 g",NULL,20.00,71,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
335,010.000.2210.00,NULL,102,0,0,"0.750 mg","Cajae con 2 comprimidos o tabletas.",2.00,71,"anticonceptivo de emergencia (postcoital) únicamente",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
336,010.000.4526.00,NULL,102,0,0,"0.03 mg",NULL,35.00,56,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
337,010.000.2208.00,NULL,102,0,0,"52 mg","Caja con un dispositivo",1.00,47,"Anticoncepción intrauterina de acción prolongada; manejo del sangrado menstrual abundante; prevención de hiperplasia de endometrio durante la terapia de reemplazo estrogénica.",NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
338,010.000.3504.00,NULL,102,0,0,"Levonorgestrel 0.15 mg. Etinilestradiol 0.03 mg","Envase con 21 grageas",21.00,56,"Anticoncepción. Prevención del embarazo.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
339,010.000.3507.00,NULL,102,0,0,"Levonorgestrel 0.15 mg. Etinilestradiol 0.03 mg","Envase con 28 grageas. (21 con hormonales y 7 sin hormonales)",28.00,56,"Anticoncepción. Prevención del embarazo.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
340,010.000.1007.00,NULL,102,0,0,"100 µg","Caja con 100 tabletas.",100.00,71,Hipotiroidismo.,39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
341,010.000.0260.02,NULL,102,0,0,"20 mg","Caja con un envase con 30 ml.",1.00,49,"Anestesico local. Dolor hemorroidal.",NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
342,010.000.0261.00,NULL,102,0,0,"500 mg","Caja con 5 frascos ámpula de 50 ml. ",5.00,53,"Anestesia local. Anestesia epidural caudal. Anestesia regional. Arritmia ventricular (extrasístoles, taquicardia, fibrilación, ectopia). En Cardiología:Extrasístoles ventriculares. Fibrilación ventricular. Taquicardia ventricular. Ectopia ventricular causada por hipotensión.",27,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
343,010.000.0262.00,NULL,102,0,0,"1 g","Caja con 5 frascos ámpula con 50 ml.",5.00,53,"Anestesia local. Anestesia epidural caudal. Anestesia regional. Arritmia ventricular (extrasístoles, taquicardia, fibrilación, ectopia).",27,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
344,010.000.0264.00,NULL,102,0,0,"10 g","Caja con un frasco de 115 ml ",1.00,52,"Anestesia local. Anestesia epidural caudal. Anestesia regional. Arritmia ventricular (extrasístoles, taquicardia, fibrilación, ectopia).",37,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
345,010.000.0522.00,NULL,102,0,0,"100 mg","Caja con una ampolleta con 5 ml.",1.00,39,"Extrasístoles ventriculares. Fibrilación ventricular. Taquicardia ventricular. Ectopia ventricular causada por hipotensión.",27,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
346,010.000.0263.00,NULL,102,0,0,"100 mg","Caja con 50 ampolletas con 2 ml.",50.00,39,"Anestesia local. Anestesia epidural caudal. Anestesia regional. Arritmia ventricular (extrasístoles, taquicardia, fibrilación, ectopia).",27,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
347,010.000.1364.00,NULL,102,0,0," 60 mg/5 mg/ 400 mg/ 50 mg ","Caja con 6 supositorios.",6.00,70,"Procesos inflamatorios anorectales. Anestésico local para exploraciones ano-rectales.",45,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
348,010.000.1363.00-DUP,NULL,89,0,0,"500 mg","Envase con 20 g y aplicador.",1.00,5,"Procesos inflamatorios anorectales. Anestésico local para exploraciones ano-rectales.",45,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
349,010.000.0265.00,NULL,102,0,0,"Lidocaina 1g, epinefrina 0.25 mg","Caja con 5 frascos ámpula con 50 ml.",5.00,53,"Anestesia local. Anestesia epidural y caudal. Anestesia regional.",5,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
350,010.000.0267.00,NULL,102,0,0,"Lidocaina 36 mg, epinefrina 0.018 ml","Caja con 50 cartuchos dentales con 1.8 ml.",50.00,44,"Anestesia dental. ",5,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
351,010.000.5621.00,NULL,102,0,0,"5 mg","Envase con 30 tabletas.",30.00,71,"Tratamiento coadyuvante de la diabetes mellitus Tipo 2, a falla de metformina y sulfonilureas.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
352,010.000.4290.00,NULL,102,0,0,"600 mg","Envase con 10 tabletas.",10.00,71,"Infecciones causadas por bacterias gram positivas y gram negativas susceptibles.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
353,040.000.3255.00,NULL,102,1,0,"300 mg",NULL,50.00,71,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
354,010.000.4184.00,NULL,102,0,0,"2 mg","Envase con 12 comprimidos, tabletas o grageas",12.00,45,"Síndrome diarreico.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
355,010.000.2145.00,NULL,102,0,0,"100 mg","Caja con frasco con 60 ml y dosificador.",1.00,52,"Reacciones de hipersensibilidad inmediata.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
356,010.000.2144.00,NULL,102,0,0,"10 mg","Caja con 20 tabletas o grageas.",20.00,71,"Reacciones de hipersensibilidad inmediata.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
357,040.000.5478.00,NULL,102,1,0,"1 mg",NULL,40.00,71,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
358,010.000.2520.00,NULL,102,0,0,"10 mg","Envase con 30 grageas o comprimidos recubiertos.",30.00,56,"Hipertensión arterial sistémica.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
359,010.000.3629.00,NULL,102,0,0,"1 g","Envase con 100 ampolletas de 10 ml con 1 g (100 mg/1 ml). Hipomagnesemia.",100.00,39,"Prevención y control de crisis convulsivas en preeclampsia o eclampsia.",32,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
360,010.000.2306.00,NULL,102,0,0,"50 g","Envase con 250 ml",1.00,52,"Edema cerebral. Profilaxis de la insuficiencia renal aguda. Prueba diagnóstica de la insuficiencia renal aguda.",27,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
361,010.000.2136.00,NULL,102,0,0,"100 mg","Caja con 6 tabletas.",6.00,71,"Enterobiasis. Tricocefalosis. Ascariasis. Uncinariasis. Teniasis.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
362,010.000.3045.00,NULL,102,0,0,"150 mg","Envase con una frasco ámpula o jeringa prellenada de 1 ml",1.00,53,"Amenorrea secundaria. Sangrado uterino disfuncional. Endometriosis. Trastornos perimenopáusicos. Anticoncepción. Carcinoma endometrial.",14,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
363,010.000.3044.00,NULL,102,0,0,"500 mg","Envase con 10 tabletas",10.00,71,"Amenorrea secundaria. Sangrado uterino disfuncional. Endometriosis. Trastornos perimenopáusicos. Anticoncepción. Carcinoma endometrial.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
364,010.000.3509.00,NULL,102,0,0,"500 mg","Envase con una ampolleta o jeringa prellenada de 0.5 ml",1.00,39,"Anticoncepción. Prevención del embarazo.",23,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
365,010.000.5292.00,NULL,102,0,0,"1 g","Envase con 1 frasco ámpula.",1.00,53,"Infecciones causadas por bacterias gram positivas y gram negativas sensibles.",27,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
366,010.000.0108.00,NULL,102,0,0,"500 mg","Caja con 10 comprimidos.",10.00,45,"Fiebre. Dolor agudo o crónico. Algunos casos de dolor visceral.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
367,010.000.0109.00,NULL,102,0,0,"1 g","Caja con 3 ampolletas de 2 ml.",3.00,39,"Fiebre. Dolor agudo o crónico. Algunos casos de dolor visceral.",14,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
368,010.000.5165.00,NULL,102,0,0,"850 mg","Envase con 30 tabletas.",30.00,71,"Diabetes mellitus tipo 2.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
369,010.000.0566.00,NULL,102,0,0,"250 mg","Caja con 30 tabletas.",30.00,71,"Hipertensión arterial.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
370,040.000.5351.00,NULL,102,1,0,"4 mg",NULL,30.00,45,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
371,040.000.4470.00,NULL,106,1,0,"18 mg",NULL,15.00,71,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
372,040.000.4470.01,NULL,106,1,0,"18 mg",NULL,30.00,71,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
373,040.000.4471.01,NULL,106,1,0,"27 mg",NULL,30.00,71,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
374,040.000.4472.00,NULL,106,1,0,"36 mg",NULL,15.00,71,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
375,040.000.4472.01,NULL,106,1,0,"36 mg",NULL,30.00,71,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
376,010.000.0476.00,NULL,102,0,0,"500 mg","Caja con 50 frascos ámpula y 50 ampolletas con 8 ml de diluyente.",50.00,53,"Choque. Inflamación severa. Crisis de asma bronquial.",17,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
377,010.000.3433.00,NULL,102,0,0,"2 850 UI","Un frasco ámpula con 2 ml.",1.00,53,"Artropatías inflamatorias. Inflamación severa.",16,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
378,010.000.3444.00,NULL,102,0,0,"3800 UI Axa",NULL,30.00,71,NULL,NULL,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
379,010.000.1241.00,NULL,102,0,0,"10 mg","Caja con 6 ampolletas de 2 ml.",6.00,39,"Náusea. Vómito. Reflujo gastroesofágico. Gastroparesia.",32,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
380,010.000.1243.00,NULL,102,0,0,"4 mg","Caja con un frasco gotero con 20 ml.",1.00,52,"Náusea. Vómito. Reflujo gastroesofágico. Gastroparesia.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
381,010.000.1242.00,NULL,102,0,0,"10 mg","Caja con 20 tabletas",20.00,71,"Náusea. Vómito. Reflujo gastroesofágico. Gastroparesia.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
382,010.000.0572.00,NULL,102,0,0,"100 mg","Caja con 20 tabletas.",20.00,71,"Hipertensión arterial leve o moderada. Profilaxis en enfermedad isquémica miocárdica.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
383,010.000.1760.00,NULL,102,0,0,"50 mg","Caja con un frasco ámpula.",1.00,53,"Leucemia linfocítica aguda. Coriocarcinoma. Cáncer de la mama. Carcinoma epidermoide de la cabeza y el cuello. Linfomas. Sarcoma osteogénico. Prevención de la infiltración leucémica de las meninges y del sistema nervioso central. Artritis reumatoide. Psoriasis.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
384,010.000.1776.00,NULL,102,0,0,"500 mg","Caja con un frasco ámpula",1.00,53,"Leucemia linfocítica aguda. Coriocarcinoma. Cáncer de la mama. Carcinoma epidermoide de la cabeza y el cuello. Linfomas. Sarcoma osteogénico. Prevención de la infiltración leucémica de las meninges y del sistema nervioso central. Artritis reumatoide. Psoriasis.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
385,010.000.1759.00,NULL,102,0,0,"2.5 mg ","Caja con 50 tabletas.",50.00,71,"Leucemia linfocítica aguda. Coriocarcinoma. Cáncer de la mama. Carcinoma epidermoide de la cabeza y el cuello. Linfomas. Sarcoma osteogénico. Prevención de la infiltración leucémica de las meninges y del sistema nervioso central. Artritis reumatoide. Psoriasis.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
386,010.000.1561.00,NULL,102,0,0,"500 mg","Caja con 10 óvulos o tabletas vaginales",10.00,63,"Tricomoniasis vaginal. Infecciones por Gardenella vaginalis. Vaginitis bacteriana.",55,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
387,010.000.1311.00,NULL,106,0,0,"500 mg","Frasco con 100 ml.",1.00,52,"Amibiasis intra y extraintestinal. Infecciones por anaerobios.",7,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
388,010.000.1309.00,NULL,102,0,0,"200 mg","Caja con 2 ampolletas o frascos ámpula con 10 ml.",2.00,39,"Amibiasis intra y extraintestinal. Infecciones por anaerobios.",7,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
389,010.000.1310.00,NULL,106,0,0,"250 mg","Frasco con 120 ml y dosificador.",1.00,52,"Amibiasis intra y extraintestinal. Tricomoniasis. Giardiasis.",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
390,010.000.1308.00,NULL,102,0,0,"500 mg","Caja con 20 tabletas.",20.00,71,"Amibiasis intra y extraintestinal. Tricomoniasis. Giardiasis. Infecciones por anaerobios",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
391,010.000.1308.01,NULL,102,0,0,"500 mg","Caja con 30 tabletas.",30.00,71,"Amibiasis intra y extraintestinal. Tricomoniasis. Giardiasis. Infecciones por anaerobios",39,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
392,010.000.0891.00,NULL,102,0,0,"20 mg","Caja con un tubo con 20 g.",1.00,73,"Micosis cutáneas Cutánea.",2,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
