clave,tipo,generico_id,es_causes,es_unidosis,tiene_fecha_caducidad,descontinuado,descripcion,created_at,updated_at,deleted_at
010.000.2734.00,ME,1689,0,0,1,0,"NUTRICIÓN PARENTERAL DE CADA 100 ML CONTIENEN: EN EL COMPARTIMIENTO DE EMULSIÓN DE LÍPIDOS AL 20%,ACEITE PURIFICADO DE SOYA Y/O DE OLIVA 20.00 G, EN EL COMPARTIMIENTO DE AMINOÁCIDOS AL 8.5% CON ELECTROLITOS: L-ALANINA 1.760 G, L-ARGININA 0.978 G, GLICINA ","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.2737.00,ME,1689,0,0,1,0,"AMINOACIDOS CON ELECTROLITOS SOLUCION INYECTABLE, AMINOACIDOS CON ELECTROLITOS AL 8.5% ENVASE CON 500 ML","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.2739.00,ME,1689,1,0,1,0,"DIETA POLIMÉRICA A BASE DE CASEINATO DE CALCIO O PROTEÍNAS, GRASAS, VITAMINAS, MINERALES Polvo Densidad energética 0.99-1.06 Envase con 400 - 454 g con o sin sabor","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.2801.00,ME,1689,0,0,1,0,"ZINC Y FENILEFRINA SOLUCIÓN OFTÁLMICA 2.5 MG/1.2 MG/ ML","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.2804.00,ME,1689,1,0,1,0,"NAFAZOLINA Solución oftálmica 1 mg/ml Gotero integral con 15 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.2814.00,ME,1689,1,0,1,0,"HIPROMELOSA Solución oftálmica  al 0.5 % 5 mg/ ml Gotero integral con 15 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.2821.00,ME,1689,1,0,1,0,"CLORANFENICOL Solución oftálmica 5 mg/ml Gotero integral con 15 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.2822.00,ME,1689,1,0,1,0,"CLORANFENICOL Ungüento oftálmico 5 mg/g Envase con 5 g","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.2823.00,ME,1689,1,0,1,0,"NEOMICINA, POLIMIXINA B Y GRAMICIDINA Solución oftálmica Neomicina 1.75 mg/ ml Polimixina B 5 000 U/ml Gramicidina 25 microgramo/ml. Gotero integral con 15 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.2824.00,ME,1689,1,0,1,0,"NEOMICINA, POLIMIXINA B Y BACITRACINA Ungüento oftálmico Neomicina 3.5 mg/g polimixina B 5000 U/g bacitracina 40 U/ g. Envase con 3.5 g","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.2828.00,ME,1689,0,0,1,0,"GENTAMICINA SOLUCIÓN OFTÁLMICA CADA ML CONTIENE: SULFATO DE GENTAMICINA EQUIVALENTE A 3 MG DE GENTAMICINA. ","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.2829.00,ME,1689,1,0,1,0,"SULFACETAMIDA Solución oftálmica 0.1 g/ml Gotero integral con 15 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.2830.00,ME,1689,1,0,1,0,"ACICLOVIR Ungüento oftálmico 3 g/ 100 g Envase con 4.5 g","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.2841.00,ME,1689,1,0,1,0,"PREDNISOLONA Solución oftálmica 5 mg/ml Gotero integral con 5 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.2851.00,ME,1689,1,0,1,0,"PILOCARPINA Solución oftálmica al 2% 20 mg/ ml Gotero integral con 15 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.2852.00,ME,1689,1,0,1,0,"PILOCARPINA Solución oftálmica al 4% 40 mg/ ml Gotero integral con 15 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.2858.00,ME,1689,1,0,1,0,"TIMOLOL Solución oftálmica 5 mg/ ml Gotero integral con 5 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.2872.00,ME,1689,1,0,1,0,"ATROPINA Solución oftálmica 10 mg/ ml Gotero integral con 15 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.2873.00,ME,1689,1,0,1,0,"ATROPINA Ungüento oftálmico 10 mg/g Envase con 3 g","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.2893.00,ME,1689,1,0,1,0,"HIPROMELOSA Solución oftálmica 2% 20 mg/ ml Gotero integral 15 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.2899.00,ME,1689,1,0,1,0,"CLORURO DE SODIO Pomada o Solución oftálmica 50 mg/g ó ml Envase con 7 g o con gotero integral con 10 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3003.00,ME,1689,0,0,1,0,"DACARBAZINA. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON POLVO CONTIENE: DACARBAZINA 200 MG. ENVASE CON UN FRASCO AMPULA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3012.00,ME,1689,0,1,1,0,"FLUOROURACILO DE 250 MG, SOLUCIÓN INYECTABLE, ENVASE CON 10 AMPOLLETAS O FRASCOS ÁMPULA CON 10 ML.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3022.00,ME,1689,0,0,1,0,"MITOMICINA DE 5 MG, SOLUCIÓN INYECTABLE, ENVASE CON UN FRASCO ÁMPULA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3044.00,ME,1689,1,1,1,0,"MEDROXIPROGESTERO Tabletas 10 mg 10 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3045.00,ME,1689,1,0,1,0,"MEDROXIPROGESTERO Suspensión inyectable 150 mg/1 ml Frasco ámpula o jeringa prellenada de 1ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3046.00,ME,1689,0,0,1,0,"CISPLATINO. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: CISPLATINO 10 MG. ENVASE CON UN FRASCO AMPULA.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3047.00,ME,1689,0,1,1,0,"TAMOXIFENO, CITRATO DE DE 20 MG, TABLETA, ENVASE CON 14 TABLETAS.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3111.00,ME,1689,1,1,1,0,"DIFENIDOL Tableta 25 mg 30 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3112.00,ME,1689,1,1,1,0,"DIFENIDOL Solución inyectable 40 mg/ 2 ml 2 ampolletas con 2 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3132.00,ME,1689,0,0,1,0,"NEOMICINA, SULFATO DE, POLIMIXINA B, SULFATO DE, FLUOCINOLONA, ACETÓNIDO DE, LÍDOCAINA, CLORHIDRATO DE, DE 0.350 G/1 000 000 U/0.025 G /2.0 G/100 ML, SOLUCIÓN ÓTICA, ENVASE CON GOTERO INTEGRAL CON 5 ML.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3307.00,ME,1689,1,1,1,0,"ATOMOXETINA Cápsula 10 mg 14 cápsulas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3308.00,ME,1689,1,1,1,0,"ATOMOXETINA Cápsula 40 mg 14 cápsulas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3309.00,ME,1689,1,1,1,0,"ATOMOXETINA Cápsula 60 mg 14 cápsulas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3400.00,ME,1689,0,1,1,0,"DIPIRIDAMOL-ACIDO ACETILSALICILICO CÁPSULA DE LIBERACIÓN PROLONGADA 200 MG/25 MG.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3407.00,ME,1689,1,1,1,0,"NAPROXENO Tableta 250 mg 30 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3409.00,ME,1689,1,1,1,0,"COLCHICINA Tableta 1 mg 30 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3412.00,ME,1689,1,1,1,0,"INDOMETACINA Supositorio 100 mg 6 supositorios","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3412.01,ME,1689,1,1,1,0,"INDOMETACINA Supositorio 100 mg 15 supositorios","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3413.00,ME,1689,1,1,1,0,"INDOMETACINA Cápsula 25 mg 30 cápsulas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3415.00,ME,1689,0,1,1,0,"PIROXICAM CÁPSULA O TABLETA 20 MG 20 CÁPSULAS O TABLETAS","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3417.00,ME,1689,1,1,1,0,"DICLOFENACO Cápsula o gragea de liberación prolongada 100 mg 20 cápsulas o grageas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3419.00,ME,1689,1,0,1,0,"NAPROXENO Suspensión oral 125 mg/5 ml Envase con 100 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3422.00,ME,1689,1,1,1,0,"KETOROLACO Solución Inyectable 30 mg 3 frascos ámpula ó 3ampolletas 1 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3423.00,ME,1689,0,1,1,0,"MELOXICAM DE 15 MG, TABLETA, ENVASE CON 10 TABLETAS.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3432.00,ME,1689,1,1,1,0,"DEXAMETASONA Tableta 0.5 mg 30 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3433.00,ME,1689,1,0,1,0,"METILPREDNISOLONA Suspensión inyectable 40 mg/ ml Frasco ámpula con 2 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3444.00,ME,1689,1,1,1,0,"METOCARBAMOL Tableta 400 mg 30 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3451.00,ME,1689,1,1,1,0,"ALOPURINOL Tableta 300 mg 20 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3461.00,ME,1689,1,1,1,0,"AZATIOPRINA Tableta 50 mg 50 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3503.00,ME,1689,1,0,1,0,"NORETISTERONA Solución inyectable 200 mg/ml Ampolleta con 1 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3504.00,ME,1689,1,1,1,0,"LEVONORGESTREL Y ETINILESTRADIOL Gragea Levonorgestrel 0.15 mg Etinilestradiol 0.03 mg 21 grageas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3505.00,ME,1689,1,0,1,0,"DESOGESTREL Y ETINILESTRADIOL Tableta Desogestrel 0.15 mg Etinilestradiol 0.03 mg 21 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3506.00,ME,1689,1,1,1,0,"NORETISTERONA Y ETINILESTRADIOL Tableta o gragea Norestisterona 0.400 mg Etinilestradiol 0.035 mg 28 tabletas o grageas (21 con hormonales y 7 sin hormonales)","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3507.00,ME,1689,1,1,1,0,"LEVONORGESTREL Y ETINILESTRADIOL Gragea Levonorgestrel 0.15 mg etinilestradiol 0.03 mg 28 Grageas (21 con hormonales y 7 sin hormonales)","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3508.00,ME,1689,1,0,1,0,"DESOGESTREL Y ETINILESTRADIOL Tableta Desogestrel 0.15 mg etinilestradiol 0.03 mg 28 tabletas (21 con hormonales y 7 sin hormonales)","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3509.00,ME,1689,1,0,1,0,"MEDROXIPROGESTERONA Y CIPIONATO DE ESTRADIOL Suspensión inyectable Medroxiprogesterona 25 mg/ Estradiol 5 mg/ 0.5 ml Ampolleta o jeringa prellenada con 0.5 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3510.00,ME,1689,1,0,1,0,"ETONOGESTREL Implante Etonogestrel 68.0 mg Implante y aplicador","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3511.00,ME,1689,1,1,1,0,"NORELGESTROMINA- ETINILESTRADIOL Parche Norelgestromina 6 mg Etinilestradiol 0.60 mg 3 parches","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3515.00,ME,1689,1,0,1,0,"NORETISTERONA Y ESTRADIOL Solución inyectable 50 mg/ 5 mg/ml Ampolleta o jeringa","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3601.00,ME,1689,0,0,1,0,"GLUCOSA SOLUCIÓN INYECTABLE AL 5 % CADA 100 ML CONTIENE: GLUCOSA ANHIDRA O GLUCOSA 5 G Ó GLUCOSA MONOHIDRATADA EQUIVALENTE A 5.0 G DE GLUCOSA ENVASE COLAPSABLE O DE VIDRIO O DE PLÁSTICO SEMIRRÍGIDO CON 250 ML. CONTIENE: GLUCOSA 12.5 G.          ","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3603.00,ME,1689,0,0,1,0,"GLUCOSA SOLUCIÓN INYECTABLE AL 5% CADA 100 ML CONTIENEN: GLUCOSA ANHIDRA O GLUCOSA 5 G Ó GLUCOSA MONOHIDRATADA EQUIVALENTE A 5.0 G DE GLUCOSA ENVASE COLAPSABLE CON 1 000 ML. CONTIENE: GLUCOSA 50.0 G.                            ","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3604.00,ME,1689,1,0,1,0,"GLUCOSA Solución inyectable al 10% Glucosa anhidra 10 g / 100 ml Envase con 500 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3605.00,ME,1689,1,0,1,0,"GLUCOSA Solución inyectable al 10% Glucosa anhidra 10 g/100 ml Envase con 1000 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3606.00,ME,1689,1,0,1,0,"GLUCOSA Solución inyectable al 50% Glucosa anhidra 50 g/100 ml Envase con 250 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3607.00,ME,1689,1,0,1,0,"GLUCOSA SOLUCIÓN INYECTABLE AL 50 %CADA 100 ML CONTIENEN: GLUCOSA ANHIDRA O GLUCOSA 50 G Ó GLUCOSA MONOHIDRATADA EQUIVALENTE A 50.0 G DE GLUCOSA. ENVASE COLAPSABLE O DE VIDRIO O DE PLÁSTICO SEMIRRÍGIDO CON 50 ML. CONTIENE: GLUCOSA 25.0 G.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3608.00,ME,1689,1,0,1,0,"CLORURO DE SODIO Solución inyectable al 0.9% 0.9 g/100 ml Envase con 250 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3609.00,ME,1689,1,0,1,0,"CLORURO DE SODIO Solución inyectable al 0.9% 0.9 g/100 ml Envase con 500 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3610.00,ME,1689,0,0,1,0,"CLORURO DE SODIO SOLUCIÓN INYECTABLE AL 0.9% CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.9 G AGUA INYECTABLE 100 ML ENVASE COLAPSABLE CON 1000 ML. CONTIENE: SODIO 154 MEQ. CLORURO 154 MEQ.                                  ","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3611.00,ME,1689,0,0,1,0,"CLORURO DE SODIO Y GLUCOSA SOLUCIÓN INYECTABLE ENVASE COLAPSABLE CON 250 ML. CONTIENE: SODIO 77 MEQ CLORURO 77 MEQ GLUCOSA 25 MG.                                                               ","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3612.00,ME,1689,0,0,1,0,"CLORURO DE SODIO Y GLUCOSA A5:E233 INYECTABLE ENVASE COLAPSABLE CON 500 ML. CONTIENE: SODIO 154.0 MEQ CLORURO 154.0 M EQ GLUCOSA 50.0 G.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3613.00,ME,1689,0,0,1,0,"CLORURO DE SODIO Y GLUCOSA SOLUCIÓN INYECTABLE - 0.9 G/5 G/100 ML - ENVASE CON 1000 ML","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3614.00,ME,1689,0,0,1,0,"SOLUCIÓN HARTMANN SOLUCIÓN INYECTABLE - CLORURO DE SODIO 0.600 G, CLORURO DE POTASIO 0.030 G, CLORURO DE CALCIO DIHIDRATADO 0.020 G, LACTATO DE SODIO 0.310 G - ENVASE CON 250 ML","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3615.00,ME,1689,0,0,1,0,"SOLUCION HARTMANN SOLUCIÓN INYECTABLE LA CUAL CONTIENE NA 1500 MG, K 78.5 MG, CA 27.25 MG, CL 1940 MG, LACTATO 1230 MG, AGUA 500 ML","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3616.00,ME,1689,1,0,1,0,"SOLUCIÓN HARTMANN Solución inyectable Cloruro de sodio 0.600 g Cloruro de potasio 0.030 g Cloruro de calcio dihidratado 0.020 g Lactato de sodio0.310 g, miliequivalentes por litro: sodio 130, potasio 4 calcio 2.72-3, cloruro 109, lactato 28 Envase ","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3617.00,ME,1689,1,1,1,0,"FOSFATO DE POTASIO Solución inyectable Potasio dibásico 1.550 g/10 ml, potasio monofásico 0.300 g/ 10 ml 50 ampolletas con 10 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3618.00,ME,1689,1,0,1,0,"BICARBONATO DE SODIO Solución inyectable al 7.5% 3.75 g/50 ml Envase con 50 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3619.00,ME,1689,1,1,1,0,"BICARBONATO DE SODIO Solución inyectable al 7.5% 0.75 g/10 ml 50 ampolletas con 10 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3620.00,ME,1689,1,1,1,0,"GLUCONATO DE CALCIO Solución inyectable al 10% 1 g/10 ml 50 ampolletas con 10 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3620.01,ME,1689,1,1,1,0,"GLUCONATO DE CALCIO Solución inyectable al 10% 1 g/10 ml 100 ampolletas con 10 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3622.00,ME,1689,1,0,1,0,"ELECTROLITOS ORALES Polvo Glucosa anhidra o glucosa 13.5 g Cloruro de potasio 1.5 g Cloruro de sodio 2.6 g Citrato trisódico dihidratado 2.9 g Envase con 20.5 g","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3623.00,ME,1689,1,0,1,0,"ELECTROLITOS ORALES Polvo para solución Glucosa 20 g, KCl 1.5 g, NaCl 3.5 g, citrato trisódico 2.9 g. Envase con 27.9 g","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3624.00,ME,1689,1,0,1,0,"GLUCOSA Solución inyectable al 5 % Glucosa anhidra 5 g /100 ml Envase con 50 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3625.00,ME,1689,1,0,1,0,"GLUCOSA Solución inyectable al 5% Glucosa anhidra 5 g / 100 ml Envase con 100 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3626.00,ME,1689,1,0,1,0,"CLORURO DE SODIO Solución inyectable al 0.9% 0.9 g/ 100 ml Envase con 50 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3627.00,ME,1689,0,0,1,0,"CLORURO DE SODIO SOLUCIÓN INYECTABLE AL 0.9% CADA 100 ML CONTIENEN: CLORURO DE SODIO 0.9 G AGUA INYECTABLE 100 ML ENVASE COLAPSABLE O DE VIDRIO O DE PLÁSTICO SEMIRRÍGIDO CON 100 ML.                                     ","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3629.00,ME,1689,1,1,1,0,"MAGNESIO SULFATO DE Solución inyectable 1 g/10 ml 100 ampolletas con 10 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3630.00,ME,1689,0,0,1,0,"GLUCOSA SOLUCION INYECTABLE AL 5% CADA 100 ML. CONTIENE: GLUCOSA ANHIDRA O GLUCOSA 5G O GLUCOSA MONOHIDRATADA EQUIVALENTE A 5.0G DE GLUCOSA. ENVASE COLAPSABLE CON 500 ML. CONTIENE: GLUCOSA 25.0 G                              ","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3631.00,ME,1689,1,0,1,0,"GLUCOSA Solución inyectable al 5% Glucosa anhidra o glucosa 5 g / 100 ml o glucosa monohidratada equivalente a 5 g de glucosa Envase con bolsa de 50 ml y adaptadorpara vial.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3632.00,ME,1689,1,0,1,0,"GLUCOSA Solución inyectable al 5% Glucosa anhidra o glucosa 5 g / 100 ml o glucosa monohidratada equivalente a 5 g de glucosa Envase con bolsa de 100 ml y adaptador para vial.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3633.00,ME,1689,0,0,1,0,"CLORURO DE SODIO AL 0.9% SOLUCIÓN INYECTABLE - NACL 900 MG/100 ML - ENVASE CON BOLSA DE 50 ML Y ADAPTADOR PARA VIAL","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3634.00,ME,1689,0,0,1,0,"CLORURO DE SODIO AL 0.9% SOLUCIÓN INYECTABLE - NACL 900 MG/100 ML - ENVASE CON BOLSA DE 1000 ML Y ADAPTADOR PARA VIAL","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3661.00,ME,1689,1,0,1,0,"POLIGELINA Solución inyectable Poligelina 3.5 g/100 ml Envase con 500 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3662.00,ME,1689,0,0,1,0,"SEROALBÚMINA HUMANA SOLUCIÓN INYECTABLE 12.5 G/50 ML                                                                                                      ","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3663.00,ME,1689,1,0,1,0,"ALMIDÓN Solución inyectable al 10% 10 g/100 ml 250 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3664.00,ME,1689,1,0,1,0,"POLIGELINA Solución inyectable Polimerizado de gelatina succinilada degradada 4 g/100 ml Envase con 500 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3666.01,ME,1689,0,0,1,0,"HIDROXIETILALMIDÓN AL 6% SOLUCIÓN DE 500 ML. FRASCO CON 500 ML","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3671.00,ME,1689,0,1,1,0,"CLORURO DE SODIO SOLUCIÓN INYECTABLE AL 0.9% - 0.09 G/10 ML - 100 AMPOLLETAS CON 10 ML","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3675.00,ME,1689,0,0,1,0,"AGUA INYECTABLE SOLUCIÓN INYECTABLE CADA FRASCO CONTIENE: AGUA INYECTABLE 500 ML. ","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3831.01,ME,1689,0,0,1,0,"INMUNOGLOBULINA HUMANA ANTITETANICA, CAJA CON 1 AMPOLLETA DE 1 ML.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.3833.00,ME,1689,0,0,1,0,"INMUNOGLOBULINA HUMANA ANTIRRABICA, CAJA CON 1 AMPOLETA DE 2 ML.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.4024.05,ME,1689,1,1,1,0,"EZETIMIBA Tableta 10 mg 30 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.4028.00,ME,1689,1,1,1,0,"CLONIXINATO DE LISINA Solución inyectable 100 mg/ 2 ml 5 ampolletas con 2 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.4036.00,ME,1689,1,0,1,0,"ETOFENAMATO Solución inyectable 1 g Ampolleta de 2 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.4055.00,ME,1689,1,1,1,0,"BUPIVACAÍNA Solución inyectable Bupivacaína 15 mg Dextrosa 240 mg 5 ampolletas con 3 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.4059.00,ME,1689,1,1,1,0,"BROMURO DE ROCURONIO SOLUCIÓN INYECTABLE 50 MG / 5 ML. CAJA CON 12 AMPOLLETAS.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.4059.00-DUP,ME,1689,1,0,1,0,"ROCURONIO,  BROMURO DE Solución  inyectable 50 mg/5 ml 12 ampolletas o frasco  ámpula 5 ml","2018-02-01 11:48:55","2018-02-01 11:48:55","2017-05-29 13:41:52"
010.000.4061.00,ME,1689,1,0,1,0,"BESILATO DE CISATRACURIO SOLUCIÓN INYECTABLE 10 MG / 5 ML. CAJA CON 1 AMPOLLETA DE 5 ML","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.4061.00-DUP,ME,1689,1,0,1,0,"CISATRACURIO,  BESILATO DE Solución  inyectable 10 mg/5 ml  (2 mg/ml) Ampolleta con 5 ml  (10 mg/5 ml)","2018-02-01 11:48:55","2018-02-01 11:48:55","2017-05-29 13:41:52"
010.000.4095.00,ME,1689,1,1,1,0,"IRBESARTÁN Tableta 150 mg 28 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.4096.00,ME,1689,1,1,1,0,"IRBESARTÁN Tableta 300 mg 28 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.4097.00,ME,1689,0,1,1,0,"IRBESARTÁN - HIDROCLOROTIAZIDA DE 150 MG/12.5 MG, TABLETA, ENVASE CON 28 TABLETAS.","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.4098.00,ME,1689,0,1,1,0,"IRBESARTAN - HIDROCLOROTIAZIDA TABLETA CADA TABLETA CONTIENE: IRBESARTÁN 300 MG. HIDROCLOROTIAZIDA 12.5 MG. ","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.4107.00,ME,1689,1,1,1,0,"AMIODARONA Solución inyectable 150 mg 6 ampolletas con 3 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.4110.00,ME,1689,1,1,1,0,"AMIODARONA Tableta 200 mg 20 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.4111.00,ME,1689,1,1,1,0,"TRINITRATO DE GLICERILO Parche 5 mg/día 7 parches","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.4114.00,ME,1689,1,0,1,0,"TRINITRATO DE GLICERILO Solución inyectable 50 mg/10 ml Frasco ámpula con 10 ml","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.4117.00,ME,1689,0,1,1,0,"PENTOXIFILINA TABLETA DE LIBERACIÓN PROLONGADA CADA TABLETA O GRAGEA CONTIENE: PENTOXIFILINA 400 MG. ","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.4120.00,ME,1689,0,1,1,0,"MONONITRATO DE ISOSORBIDA TABLETA CADA TABLETA CONTIENE: 5-MONONITRATO DE ISOSORBIDA 20 MG. ","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
010.000.4124.00,ME,1689,1,1,1,0,"SIMVASTATINA Tableta 20 mg 14 tabletas","2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
