id,insumo_medico_clave,nombre_generico_especifico,cantidad_x_envase,unidad_medida_id,funcion,created_at,updated_at,deleted_at
257,060.345.2152,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
258,060.345.2186,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
259,060.345.2194,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
260,060.345.2202,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
261,060.345.2210,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
262,060.345.2228,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
263,060.345.3085,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
264,060.345.3119,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
265,060.345.3127,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
266,060.345.3135,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
267,060.345.3143,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
268,060.345.4067,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
269,060.345.4257,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
270,060.345.4265,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
271,060.354.0014,NULL,500.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
272,060.360.0032,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
273,060.436.0057,NULL,200.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
274,060.436.0107,NULL,200.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
275,060.436.0206,NULL,1.00,28,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
276,060.436.0552,NULL,200.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
277,060.436.0677,NULL,200.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
278,060.439.0039,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
279,060.439.0054,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
280,060.440.0010,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
281,060.456.0037,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
282,060.456.0045,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
283,060.456.0300,NULL,1.00,65,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
284,060.456.0318,NULL,1.00,65,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
285,060.456.0334,NULL,1.00,65,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
286,060.456.0359,NULL,1.00,65,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
287,060.456.0367,NULL,1.00,65,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
288,060.456.0383,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
289,060.456.0391,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
290,060.456.0409,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
291,060.456.0623,NULL,1.00,65,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
292,060.456.0631,NULL,1.00,65,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
293,060.456.0649,NULL,1.00,65,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
294,060.461.0147,NULL,24.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
295,060.461.0154,NULL,24.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
296,060.461.0162,NULL,24.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
297,060.461.0188,NULL,24.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
298,060.470.0112,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
299,060.483.0091,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
300,060.483.0117,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
301,060.483.0125,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
302,060.483.0133,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
303,060.483.0141,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
304,060.483.0158,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
305,060.483.0174,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
306,060.491.0018,NULL,15.00,58,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
307,060.532.0084,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
308,060.532.0167,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
309,060.532.0175,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
310,060.550.0016,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
311,060.550.0024,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
312,060.550.0222,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
313,060.550.0354,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
314,060.550.0370,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
315,060.550.0404,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
316,060.550.0438,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
317,060.550.0446,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
318,060.550.0453,NULL,50.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
319,060.550.0677,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
320,060.550.0685,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
321,060.550.0735,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
322,060.550.0784,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
323,060.550.0800,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
324,060.550.0826,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
325,060.550.0891,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
326,060.550.0909,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
327,060.550.1279,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
328,060.550.2186,NULL,200.00,60,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
329,060.550.2517,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
330,060.550.2590,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
331,060.550.2608,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
332,060.551.2078,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
333,060.596.0111,NULL,1.00,49,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
334,060.598.0036,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
335,060.603.0013,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
336,060.604.0087,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
337,060.604.0145,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
338,060.604.0160,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
339,060.604.0418,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
340,060.604.0426,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
341,060.604.0434,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
342,060.604.0442,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
343,060.604.0467,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
344,060.604.0475,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
345,060.604.0483,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
346,060.604.0491,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
347,060.621.0078,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
348,060.621.0094,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
349,060.621.0169,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
350,060.621.0177,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
351,060.621.0185,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
352,060.621.0193,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
353,060.621.0201,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
354,060.621.0524,NULL,150.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
355,060.621.0656,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
356,060.623.0019,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
357,060.623.0852,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
358,060.630.0028,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
359,060.681.0034,NULL,20.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
360,060.681.0042,NULL,20.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
361,060.681.0059,NULL,20.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
362,060.681.0067,NULL,10.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
363,060.685.0899,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
364,060.685.0915,NULL,250.00,58,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
365,060.697.0267,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
366,060.701.0360,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
367,060.701.0378,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
368,060.740.0025,NULL,1.00,42,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
369,060.753.0052,NULL,200.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
370,060.771.0050,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
371,060.771.0068,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
372,060.800.0014,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
373,060.819.0021,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
374,060.833.0189,NULL,1.00,52,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
375,060.833.0197,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
376,060.833.0346,NULL,1.00,49,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
377,060.833.0353,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
378,060.837.0011,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
379,060.841.0031,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
380,060.841.0197,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
381,060.841.0205,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
382,060.841.0221,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
383,060.841.0395,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
384,060.841.0445,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
385,060.841.0460,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
386,060.841.0478,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
387,060.841.0486,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
388,060.841.0536,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
389,060.841.0551,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
390,060.841.0569,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
391,060.841.0619,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
392,060.841.0627,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
393,060.841.0643,NULL,12.00,69,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
394,060.841.0742,NULL,12.00,69,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
395,060.841.0767,NULL,12.00,57,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
396,060.841.0775,NULL,12.00,69,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
397,060.841.0833,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
398,060.841.0858,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
399,060.841.0866,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
400,060.841.0882,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
401,060.841.0890,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
402,060.841.0916,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
403,060.841.0924,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
404,060.841.0973,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
405,060.841.1393,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
406,060.841.1948,NULL,12.00,69,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
407,060.841.1955,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
408,060.841.2268,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
409,060.841.2565,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
410,060.841.2623,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
411,060.841.3282,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
412,060.841.3894,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
413,060.841.4231,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
414,060.841.4249,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
415,060.841.4264,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
416,060.841.4371,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
417,060.841.4447,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
418,060.841.4462,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
419,060.841.4470,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
420,060.841.7317,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
421,060.859.0097,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
422,060.859.0501,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
423,060.859.0519,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
424,060.859.0550,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
425,060.869.0103,NULL,24.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
426,060.869.0152,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
427,060.869.0202,NULL,6.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
428,060.869.0251,NULL,4.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
429,060.879.0143,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
430,060.879.0150,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
431,060.889.0208,NULL,150.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
432,060.894.0052,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
433,060.904.0100,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
434,060.908.0015,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
435,060.908.0114,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
436,060.908.0122,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
437,060.908.0130,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
438,060.908.0890,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
439,060.908.0924,NULL,10.00,8,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
440,060.932.2649,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
441,060.932.2797,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
442,060.932.6681,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
443,060.939.0059,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
444,060.953.0209,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
445,060.953.0282,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
446,060.953.0456,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
447,060.953.0555,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
448,060.953.0571,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
449,060.953.0597,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
450,060.953.0753,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
451,060.953.0761,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
452,060.953.0779,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
453,060.953.0787,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
454,060.953.0795,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
455,060.953.2825,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
456,060.953.2858,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
457,060.953.2866,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
458,060.953.2874,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
459,070.426.0017,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
460,070.581.0109,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
461,070.581.0117,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
462,070.581.0125,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
463,"070.591. 0040",NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
464,070.707.0058,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
465,070.707.0108,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
466,070.707.0132,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
467,070.707.0140,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
468,070.707.0157,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
469,070.707.0173,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
470,070.707.0207,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
471,070.707.0355,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
472,070.817.0543,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
473,080.729.0010,NULL,50.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
474,080.855.0164,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
475,080.889.2533,NULL,50.00,72,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
476,080.909.0129,NULL,1.00,73,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
477,130.258.0608,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
478,130.258.0616,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
479,130.258.0624,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
480,130.258.0632,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
481,531.784.0204,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
482,60.543.0115,NULL,1.00,73,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
483,SC-0000001,NULL,12.00,69,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
484,SC-0000002,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
485,SC-0000003,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
486,SC-0000004,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
487,SC-0000005,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
488,SC-0000006,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
489,SC-0000007,NULL,12.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
490,SC-0000008,NULL,1.00,50,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
491,SC-0000009,NULL,80.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
492,SC-0000010,NULL,20.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
493,SC-0000011,NULL,20.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
494,SC-0000012,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
495,SC-0000013,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
496,SC-0000014,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
497,SC-0000015,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
498,SC-0000016,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
499,SC-0000017,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
500,SC-0000018,NULL,1.00,28,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
501,SC-0000019,NULL,1.00,28,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
502,SC-0000020,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
503,SC-0000021,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
504,SC-0000022,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
505,SC-0000023,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
506,SC-0000024,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
507,SC-0000025,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
508,SC-0000026,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
509,SC-0000027,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
510,SC-0000028,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
511,SC-0000029,NULL,50.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
512,SC-0000030,NULL,100.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
513,SC-0000031,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
514,SC-0000032,NULL,1.00,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
