id,precio_base_id,insumo_medico_clave,es_causes,precio,usuario_id,created_at,updated_at,deleted_at
273,1,010.000.2249.00,1,191.07,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
274,1,010.000.2262.00,1,328.53,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
275,1,010.000.2263.00,1,305.53,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
276,1,010.000.2301.00,1,8.89,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
277,1,010.000.2302.00,1,12.5,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
278,1,010.000.2303.00,1,37.87,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
279,1,010.000.2304.00,1,8.67,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
280,1,010.000.2304.01,1,13,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
281,1,010.000.2306.00,1,22.78,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
282,1,010.000.2307.00,1,3.85,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
283,1,010.000.2308.00,1,9.69,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
284,1,010.000.2348.00,0,203.45,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
285,1,010.000.2349.00,0,203.48,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
286,1,010.000.2350.00,0,342.23,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
287,1,010.000.2352.00,0,122.08,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
288,1,010.000.2353.00,0,342.87,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
289,1,010.000.2354.00,0,164.82,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
290,1,010.000.2355.00,0,203.95,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
291,1,010.000.2356.00,0,89.71,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
292,1,010.000.2403.00,1,23.13,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
293,1,010.000.2404.00,1,22.24,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
294,1,010.000.2405.00,1,117.15,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
295,1,010.000.2409.00,1,1288.7,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
296,1,010.000.2410.00,1,62.06,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
297,1,010.000.2413.00,1,362.33,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
298,1,010.000.2417.00,1,550,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
299,1,010.000.2418.00,1,790,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
300,1,010.000.2431.00,0,4.73,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
301,1,010.000.2433.00,0,11.87,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
302,1,010.000.2462.00,1,3.07,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
303,1,010.000.2463.00,1,4.22,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
304,1,010.000.2471.00,0,3.91,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
305,1,010.000.2501.00,1,3.44,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
306,1,010.000.2503.00,1,223.89,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
307,1,010.000.2503.01,1,559.73,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
308,1,010.000.2504.00,1,11.85,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
309,1,010.000.2508.00,1,193.5,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
310,1,010.000.2510.00,1,19.73,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
311,1,010.000.2519.00,1,65.21,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
312,1,010.000.2520.00,1,7.47,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
313,1,010.000.2524.00,1,24.8,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
314,1,010.000.2530.00,1,102.04,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
315,1,010.000.2540.00,1,13.41,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
316,1,010.000.2542.00,1,130.4,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
317,1,010.000.2610.00,1,43.73,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
318,1,010.000.2611.00,1,17.81,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
319,1,010.000.2616.00,0,1452.84,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
320,1,010.000.2617.00,0,701.48,root,2018-04-02 12:07:00,2018-04-02 12:07:00,NULL
321,1,010.000.2620.00,1,267.55,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
322,1,010.000.2622.00,1,27.3,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
323,1,010.000.2623.00,1,27.17,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
324,1,010.000.2624.00,1,12.73,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
325,1,010.000.2626.00,0,178.11,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
326,1,010.000.2627.00,0,342.25,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
327,1,010.000.2628.00,0,244.19,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
328,1,010.000.2630.00,1,441.87,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
329,1,010.000.2707.00,1,4.7,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
330,1,010.000.2709.00,0,242.57,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
331,1,010.000.2711.00,0,19.08,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
332,1,010.000.2714.00,1,5.36,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
333,1,010.000.2715.00,0,73.26,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
334,1,010.000.2716.00,0,265.38,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
335,1,010.000.2717.00,0,317.48,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
336,1,010.000.2730.00,0,1269.89,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
337,1,010.000.2733.00,0,1272.41,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
338,1,010.000.2734.00,0,1253.74,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
339,1,010.000.2737.00,0,130.5,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
340,1,010.000.2739.00,1,39.67,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
341,1,010.000.2801.00,0,29.37,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
342,1,010.000.2804.00,1,4.38,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
343,1,010.000.2814.00,1,4.04,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
344,1,010.000.2821.00,1,4.2,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
345,1,010.000.2822.00,1,5.5,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
346,1,010.000.2823.00,1,4.64,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
347,1,010.000.2824.00,1,8.23,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
348,1,010.000.2828.00,0,21.2,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
349,1,010.000.2829.00,1,7.56,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
350,1,010.000.2830.00,1,10.59,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
351,1,010.000.2841.00,1,4.49,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
352,1,010.000.2851.00,1,95.29,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
353,1,010.000.2852.00,1,213.08,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
354,1,010.000.2858.00,1,4.59,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
355,1,010.000.2872.00,1,129.06,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
356,1,010.000.2873.00,1,35.78,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
357,1,010.000.2893.00,1,8.67,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
358,1,010.000.2899.00,1,15.35,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
359,1,010.000.3003.00,0,266.5,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
360,1,010.000.3012.00,0,241.72,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
361,1,010.000.3022.00,0,228.01,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
362,1,010.000.3044.00,1,136.81,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
363,1,010.000.3045.00,1,78.99,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
364,1,010.000.3046.00,0,69.34,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
365,1,010.000.3047.00,0,26.61,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
366,1,010.000.3111.00,1,3.64,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
367,1,010.000.3112.00,1,4.8,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
368,1,010.000.3132.00,0,19.67,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
369,1,010.000.3307.00,1,274.86,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
370,1,010.000.3308.00,1,271.8,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
371,1,010.000.3309.00,1,305.4,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
372,1,010.000.3400.00,0,1003.27,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
373,1,010.000.3407.00,1,10.2,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
374,1,010.000.3409.00,1,15.38,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
375,1,010.000.3412.00,1,8.41,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
376,1,010.000.3412.01,1,21.03,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
377,1,010.000.3413.00,1,10.18,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
378,1,010.000.3415.00,0,3.58,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
379,1,010.000.3417.00,1,5,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
380,1,010.000.3419.00,1,12.61,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
381,1,010.000.3422.00,1,3.31,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
382,1,010.000.3423.00,0,8.88,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
383,1,010.000.3432.00,1,15.64,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
384,1,010.000.3433.00,1,32.89,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
385,1,010.000.3444.00,1,48,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
386,1,010.000.3451.00,1,8.29,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
387,1,010.000.3461.00,1,262.02,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
388,1,010.000.3503.00,1,31.37,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
389,1,010.000.3504.00,1,19.39,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
390,1,010.000.3505.00,1,14.38,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
391,1,010.000.3506.00,1,158.64,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
392,1,010.000.3507.00,1,25.75,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
393,1,010.000.3508.00,1,57.61,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
394,1,010.000.3509.00,1,17.79,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
395,1,010.000.3510.00,1,1149,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
396,1,010.000.3511.00,1,160.88,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
397,1,010.000.3515.00,1,11.48,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
398,1,010.000.3601.00,0,10.36,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
399,1,010.000.3603.00,0,11.26,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
400,1,010.000.3604.00,1,7.08,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
401,1,010.000.3605.00,1,8.07,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
402,1,010.000.3606.00,1,13.21,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
403,1,010.000.3607.00,1,19.88,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
404,1,010.000.3608.00,1,5.18,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
405,1,010.000.3609.00,1,6.74,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
406,1,010.000.3610.00,0,12.4,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
407,1,010.000.3611.00,0,11.03,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
408,1,010.000.3612.00,0,11.26,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
409,1,010.000.3613.00,0,12.4,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
410,1,010.000.3614.00,0,13.05,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
411,1,010.000.3615.00,0,11.26,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
412,1,010.000.3616.00,1,7.54,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
413,1,010.000.3617.00,1,255.19,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
414,1,010.000.3618.00,1,47.4,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
415,1,010.000.3619.00,1,205.89,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
416,1,010.000.3620.00,1,143.5,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
417,1,010.000.3620.01,1,287,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
418,1,010.000.3622.00,1,4.37,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
419,1,010.000.3623.00,1,2.68,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
420,1,010.000.3624.00,1,4.94,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
421,1,010.000.3625.00,1,5.63,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
422,1,010.000.3626.00,1,5.2,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
423,1,010.000.3627.00,0,11.41,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
424,1,010.000.3629.00,1,337.84,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
425,1,010.000.3630.00,0,14.66,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
426,1,010.000.3631.00,1,13.82,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
427,1,010.000.3632.00,1,15.15,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
428,1,010.000.3633.00,0,20.19,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
429,1,010.000.3634.00,0,22.84,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
430,1,010.000.3661.00,1,134.69,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
431,1,010.000.3662.00,0,812.5,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
432,1,010.000.3663.00,1,246,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
433,1,010.000.3664.00,1,171,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
434,1,010.000.3666.01,0,391.51,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
435,1,010.000.3671.00,0,390.9,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
436,1,010.000.3675.00,0,12.86,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
437,1,010.000.3831.01,0,3518.73,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
438,1,010.000.3833.00,0,1481.55,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
439,1,010.000.4024.05,1,157.22,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
440,1,010.000.4028.00,1,16.71,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
441,1,010.000.4036.00,1,24.79,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
442,1,010.000.4055.00,1,129.07,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
443,1,010.000.4059.00,1,413.1,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
444,1,010.000.4061.00,1,73.03,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
445,1,010.000.4095.00,1,202.52,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
446,1,010.000.4096.00,1,201.49,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
447,1,010.000.4097.00,0,213.14,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
448,1,010.000.4098.00,0,1716.3,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
449,1,010.000.4107.00,1,198.43,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
450,1,010.000.4110.00,1,20.3,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
451,1,010.000.4111.00,1,41.86,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
452,1,010.000.4114.00,1,396.3,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
453,1,010.000.4117.00,0,36.7,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
454,1,010.000.4120.00,0,124.5,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
455,1,010.000.4124.00,1,22.44,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
456,1,010.000.4124.01,1,16.49,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
457,1,010.000.4126.00,1,93.32,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
458,1,010.000.4134.01,0,414.49,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
459,1,010.000.4136.00,1,113.08,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
460,1,010.000.4139.00,0,593.79,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
461,1,010.000.4139.01,1,130.71,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
462,1,010.000.4141.00,0,258.75,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
463,1,010.000.4148.00,1,284.5,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
464,1,010.000.4150.01,0,51.52,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
465,1,010.000.4152.00,1,127.27,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
466,1,010.000.4152.01,1,254.53,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
467,1,010.000.4154.00,0,269.16,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
468,1,010.000.4156.00,1,250,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
469,1,010.000.4157.00,1,286.67,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
470,1,010.000.4158.00,1,109.81,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
471,1,010.000.4158.01,1,164.72,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
472,1,010.000.4161.00,1,12.8,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
473,1,010.000.4162.00,1,207.86,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
474,1,010.000.4163.00,1,359.22,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
475,1,010.000.4164.00,1,38.49,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
476,1,010.000.4165.00,1,130,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
477,1,010.000.4165.01,1,650,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
478,1,010.000.4167.00,1,41.61,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
479,1,010.000.4168.00,0,237.44,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
480,1,010.000.4184.00,1,2.07,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
481,1,010.000.4201.00,1,495.27,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
482,1,010.000.4202.00,1,4426.14,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
483,1,010.000.4217.00,1,165.28,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
484,1,010.000.4221.00,1,517.33,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
485,1,010.000.4222.00,1,174,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
486,1,010.000.4223.00,1,120,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
487,1,010.000.4224.00,1,116.09,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
488,1,010.000.4228.00,0,146.7,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
489,1,010.000.4229.00,0,1213.47,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
490,1,010.000.4230.00,0,725,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
491,1,010.000.4231.00,0,3975.62,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
492,1,010.000.4239.00,0,3383,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
493,1,010.000.4241.00,1,1.97,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
494,1,010.000.4242.00,1,75.04,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
495,1,010.000.4245.00,0,48765,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
496,1,010.000.4246.00,1,16.35,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
497,1,010.000.4246.01,1,32.7,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
498,1,010.000.4249.00,1,21.5,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
499,1,010.000.4251.00,1,42.41,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
500,1,010.000.4254.00,0,47,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
501,1,010.000.4255.00,1,3.83,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
502,1,010.000.4258.00,1,307.96,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
503,1,010.000.4259.00,1,8.35,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
504,1,010.000.4260.00,1,16,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
505,1,010.000.4261.00,1,34.3,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
506,1,010.000.4261.01,1,45.73,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
507,1,010.000.4261.02,1,68.6,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
508,1,010.000.4263.00,1,11.24,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
509,1,010.000.4264.00,1,410.78,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
510,1,010.000.4290.00,1,1528.58,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
511,1,010.000.4294.00,0,6500,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
512,1,010.000.4298.00,0,6780,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
513,1,010.000.4299.00,1,14.38,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
514,1,010.000.4300.00,1,30,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
515,1,010.000.4301.00,0,395.16,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
516,1,010.000.4302.00,1,24.08,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
517,1,010.000.4308.00,0,12.3,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
518,1,010.000.4320.00,0,9992.88,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
519,1,010.000.4329.00,1,26.3,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
520,1,010.000.4330.00,1,20,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
521,1,010.000.4335.02,1,350.24,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
522,1,010.000.4356.01,1,21.7,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
523,1,010.000.4359.00,1,24.94,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
524,1,010.000.4372.00,1,532.74,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
525,1,010.000.4372.01,1,1385.08,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
526,1,010.000.4376.00,1,8.45,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
527,1,010.000.4402.00,0,863.4,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
528,1,010.000.4407.00,1,25.83,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
529,1,010.000.4418.00,1,148.42,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
530,1,010.000.4420.00,1,257.14,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
531,1,010.000.4429.00,1,455.08,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
532,1,010.000.4431.00,0,238.1,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
533,1,010.000.4432.00,0,493.34,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
534,1,010.000.4437.00,0,781.72,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
535,1,010.000.4441.00,0,303.1,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
536,1,010.000.4442.00,0,1387.1,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
537,1,010.000.4445.00,0,4401.81,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
538,1,010.000.4446.00,0,2509.77,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
539,1,010.000.4483.00,1,6.06,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
540,1,010.000.4483.01,1,12.12,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
541,1,010.000.4485.00,1,86.54,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
542,1,010.000.4488.00,1,24.65,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
543,1,010.000.4490.00,1,808.83,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
544,1,010.000.4491.00,1,654.5,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
545,1,010.000.4492.00,1,944.51,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
546,1,010.000.4504.00,1,90.35,root,2018-04-02 12:07:01,2018-04-02 12:07:01,NULL
