clues,jurisdiccion_id,tipo,nombre,activa,es_offline,director_id,created_at,updated_at,deleted_at
CSSSA002512,2,CS,"SAN PEDRO LA TEJERÍA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002524,2,CS,YALCUC,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002541,5,CS,HUITIUPÁN,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002553,5,NULL,"EL AZUFRE",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002565,5,NULL,HUANAL,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002570,5,CS,"EL OCOTAL",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002582,5,UM,"LA VENTANA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002594,5,CS,"ZACATONAL DE JUÁREZ",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002611,7,HO,"HOSPITAL GENERAL HUIXTLA",1,0,00016,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002623,7,CS,"CENTRO DE SALUD URBANO HUIXTLA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002635,7,NULL,DELICIAS,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002640,7,NULL,"EFRAÍN A. GUTIÉRREZ",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002652,7,UM,"UNIDAD MÉDICA MÓVIL ESTRELLA ROJA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002664,7,CS,"JOSÉ MARÍA MORELOS Y PAVÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002676,7,NULL,"CANTÓN PLAYA GRANDE",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002681,7,NULL,"TZINACAL BUENOS AIRES",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002693,7,NULL,"LA UNIÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002705,7,NULL,AZTLÁN,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002710,3,CS,"LA INDEPENDENCIA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002722,3,CS,"ROSARIO BADENIA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002734,3,CS,"EMILIANO ZAPATA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002746,3,NULL,"FRANCISCO SARABIA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002763,3,CS,"LA PATRIA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002775,3,NULL,"TIERRA BLANCA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002780,5,CS,IXHUATÁN,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002792,5,NULL,"SAN MIGUEL",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002816,5,CS,IXTACOMITÁN,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002821,5,NULL,ARENAL,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002833,5,NULL,"EMILIANO ZAPATA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002845,5,NULL,"MATAMOROS 1A. SECCIÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002850,5,NULL,"NUEVO LINDAVISTA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002862,1,CS,IXTAPA,1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002874,1,NULL,"CARLOS A. VIDAL",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002886,1,NULL,CONCEPCIÓN,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002891,1,NULL,"EJIDO NUEVO SAN MIGUEL MITONTIC",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002903,1,NULL,MAZANILHO,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002920,5,NULL,"JANA 2A. SECCIÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002932,1,CS,JIQUIPILAS,1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002956,1,CS,"JOSÉ MARÍA PINO SUÁREZ",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002961,1,NULL,MICHOACÁN,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002973,1,CS,"CENTRO DE SALUD NUEVA PALESTINA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002985,1,CS,"ANDRÉS QUINTANA ROO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA002990,1,CS,TILTEPEC,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003002,1,NULL,"HIERBA SANTA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003026,1,CS,"BENITO JUÁREZ",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003031,1,NULL,"SANTA ROSA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003043,5,NULL,MARAVILLAS,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003055,5,NULL,PAREDÓN,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003060,5,NULL,"RUBÉN JARAMILLO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003084,5,CS,JUÁREZ,1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003096,5,CS,"EJIDO IGNACIO ALLENDE",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003101,5,NULL,"5 DE MAYO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003113,2,CS,"SAN ANDRÉS LARRAINZAR",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003125,2,CS,"BAYALEMHO DOS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003130,2,CS,STENLEJSOSTETIC,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003171,6,CS,"LA LIBERTAD",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003183,6,NULL,"BENITO JUÁREZ",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003195,6,NULL,ALDAMA,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003200,7,CS,MAPASTEPEC,1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003212,7,UM,"ADOLFO RUIZ CORTINES",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003224,7,UM,"LA PLAYA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003236,7,NULL,"ABRAHAM GONZÁLEZ",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003241,7,NULL,"BARRITA DE PAJÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003253,7,NULL,"EJIDO IBARRA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003265,3,HBC,"H. B. C. DE LAS MARGARITAS",1,0,000140,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003270,3,CS,"AMPARO AGUA TINTA",1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003294,3,CS,"GABRIEL LEYVA VELÁZQUEZ",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003306,3,CS,"IGNACIO ZARAGOZA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003311,3,CS,JALISCO,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003323,3,CS,"JUSTO SIERRA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003381,3,NULL,"SAN CARLOS DEL RÍO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003393,3,CS,"SAN ISIDRO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003405,3,UM,"SANTA MARTHA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003410,3,NULL,"SAN JOSÉ LAS PALMAS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003422,3,NULL,"SAN PEDRO YUTNIOTIC",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003451,3,NULL,"SANTA RITA SONORA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003475,3,NULL,"SAN ANTONIO BAWITZ",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003480,3,NULL,"LA ESMERALDA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003492,3,CS,JERUSALEM,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003504,3,NULL,"LUCHA CAMPESINA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003516,3,NULL,"ESPÍRITU SANTO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003533,3,NULL,"EL ENCANTO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003545,3,NULL,PROGRESO,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003550,3,NULL,"LAS PERLAS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003574,3,NULL,"SAN JOSÉ LA REVANCHA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003586,3,NULL,"GUADALUPE LAS FLORES",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003591,3,NULL,"UNIÓN VICTORIA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003603,10,CS,"MAZAPA DE MADERO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003615,10,CS,"GRANADOS TALCANAQUE",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003620,10,NULL,"LIBERTAD FRONTERA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003644,7,NULL,"CANTÓN CORRALITO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003656,7,NULL,"MARTE R. GÓMEZ",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003661,7,NULL,"SANTA CLARA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003673,7,NULL,"LA VICTORIA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003685,7,NULL,"ADOLFO RUÍZ CORTINES",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003690,7,NULL,"LÁZARO CÁRDENAS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003702,2,CS,MITONTIC,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003714,2,CS,CHALAM,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003726,10,CS,"MOTOZINTLA DE MENDOZA",1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003731,10,UM,CABAÑAS,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003743,10,CS,"FRANCISCO I. MADERO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003755,10,CS,"SANTA ANA PINABETO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003760,10,CS,"RINCÓN DEL BOSQUE",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003772,10,NULL,"VICENTE GUERRERO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003796,10,CS,"MIGUEL ALEMÁN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003801,10,NULL,"RINCÓN BUENAVISTA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003813,10,NULL,"LLANO GRANDE",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003825,10,NULL,"LA VERBENA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003830,10,NULL,"EL HORIZONTE",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003842,9,CS,OCOSINGO,1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003854,9,NULL,"PERLA DE ACAPULCO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003895,9,NULL,"DOLORES LAS PALMAS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003900,9,NULL,"LA FRONTERA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003912,9,CS,NAZARETH,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003941,9,NULL,"SAN MARCOS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003953,9,NULL,"SAN ANTONIO LAS DELICIAS PAMALA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003965,9,NULL,"LA UNIÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003970,9,CS,YAXOQUIMTELA,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA003982,9,NULL,"EL ZAPOTAL UNO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004006,9,CS,"CONGREGACION VIRGINIA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004011,9,CS,"SANTA ELENA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004023,9,NULL,"OJO DE AGUA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004035,6,CS,"NUEVA PALESTINA",1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004040,6,CS,"FRONTERA COROZAL",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004052,9,NULL,"MIGUEL HIDALGO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004064,9,CS,"RAMÓN F. BALBOA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004076,6,CS,"SANTO DOMINGO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004105,9,CS,"NUEVA MORELIA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004122,9,CS,"SAN JUAN RÓMULO CALZADA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004146,9,CS,"LA TRINIDAD",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004163,9,CS,"CHAVARICO LAS PALMAS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004175,9,NULL,"PUEBLO NUEVO UNO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004180,9,UM,MACEDONIA,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004204,9,NULL,BALAXTE,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004216,9,CS,"LA SOLEDAD",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004233,9,UM,YAXALA,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004245,9,NULL,"EL PROGRESO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004250,9,CS,PATIHUITZ,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004262,9,NULL,"NUEVO DURANGO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004291,1,CS,OCOZOCOAUTLA,1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004303,1,NULL,"EJIDO GRAL. FRANCISCO VILLA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004320,1,CS,"HERMENEGILDO GALEANA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004332,1,NULL,"JOSÉ CASTILLO TIELMAN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004344,1,NULL,"RAYMUNDO ENRÍQUEZ (VISTA HERMOSA)",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004356,1,NULL,"ARMANDO ZEBADÚA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004361,1,NULL,"ALFREDO V. BONFIL",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004373,1,UM,"LÁZARO CÁRDENAS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004385,1,NULL,"LA INDEPENDENCIA (LAS PILAS)",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004390,1,NULL,"NUEVO EMBARCADERO APIC - PAC",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004402,1,UM,"EMBARCADERO APIC - PAC",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004426,5,NULL,"CATEDRAL DE CHIAPAS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004431,5,NULL,"SALOMÓN GONZÁLEZ BLANCO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004443,5,CS,"PLAN DE AYALA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004455,5,UM,"JUAN DEL GRIJALVA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004460,5,NULL,"PEÑA 2A. SECCIÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004472,5,NULL,"LAGUNA LA CAMPANA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004484,1,NULL,"TRIUNFO AGRARISTA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004496,2,CS,OXCHUC,1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004530,2,CS,MESBILJA,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004542,2,CS,"EL NIZ",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004566,2,CS,TZONTEALJA,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004583,2,CS,"GUADALUPE BACJA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004595,6,HO,"HOSPITAL GENERAL PALENQUE",1,0,000127,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004600,6,CS,PALENQUE,1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004612,6,NULL,CHACAMAX,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004624,6,UM,"NUEVO EDÉN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004641,6,CS,"LÁZARO CÁRDENAS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004665,6,CS,"EL NARANJO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004670,6,CS,"NUEVA ESPERANZA 1Âª SECCIÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004694,6,CS,"RÍO CHANCALÁ",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004706,6,NULL,"SAN MATEO (ANTES SAN FELIPE)",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004723,6,CS,"SAN MARTÍN CHAMIZAL",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004735,6,NULL,"SAN MATEO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004740,6,NULL,"TOMÁS GARRIDO CANABAL",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004752,6,CS,"LA UNIÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004764,6,CS,"ROBERTO BARRIOS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004776,6,CS,"MIGUEL HIDALGO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004793,6,CS,"SATURNINO RÍOS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004810,6,CS,CHOCOLJAITO,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004822,6,CS,"EBEN EZER",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004834,6,CS,"NUEVA ESPERANZA PROGRESISTA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004846,2,CS,PANTELHÓ,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004904,2,NULL,"EL CAMPO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004916,5,CS,CARRIZAL,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004945,5,HO,"HOSPITAL GENERAL PICHUCALCO",1,0,00011,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004950,5,CS,PICHUCALCO,1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004962,5,NULL,"VIEJO NICAPA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004986,5,UM,"CAMOAPITA 2A. SECCIÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA004991,5,UM,"AZUFRE 2A. SECCIÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005003,5,CS,TECTUAPAN,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005015,5,CS,"IGNACIO ZARAGOZA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005020,8,CS,PIJIJIAPAN,1,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005032,8,CS,"LAS BRISAS",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005044,8,UM,"EL ROSARIO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005056,8,CS,"EL CARMEN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005061,8,CS,"NUEVA COAPA ECHEGARAY",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005073,8,CS,"HERMENEGILDO GALEANA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005085,8,CS,"JOAQUÍN AMARO (EJIDO TAMAULIPAS)",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005090,8,NULL,"NUEVA FLOR",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005102,8,NULL,PROGRESO,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005114,8,UM,"EL TOPÓN",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005126,8,NULL,"SALTO DE AGUA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005131,8,CS,"SAN ISIDRO",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005143,8,NULL,TAPACHULITA,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005155,8,CS,"EJIDO LA ESPERANZA (ZAPOTAL)",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005160,8,NULL,"RANCH. CHOCOHUITAL ( EMB. COSTA AZUL)",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005172,8,NULL,TUTUAM,0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005184,8,NULL,"GUSTAVO LÓPEZ GUTIÉRREZ",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005196,8,NULL,"EJIDO NUEVA URBINA",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
CSSSA005201,8,NULL,"EJIDO EL VERGEL",0,0,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
