clave,tipo,generico_id,es_causes,es_unidosis,tiene_fecha_caducidad,descripcion,created_at,updated_at,deleted_at
010.000.4222.00,ME,1689,1,0,1,"NADROPARINA Solución  inyectable 5700 UI Axa/0.6  ml Envase con 2 jeringas  prellenadas con  0.6 ml",NULL,NULL,NULL
010.000.4223.00,ME,1689,1,0,1,"NADROPARINA Solución  inyectable 3800 UI Axa/0.4  ml 2 jeringas  prellenadas con 0.4 ml",NULL,NULL,NULL
010.000.4224.00,ME,1689,1,0,1,"ENOXAPARINA Solución  inyectable 60 mg Envase con  2 jeringas  de 0.6 ml",NULL,NULL,NULL
010.000.4228.00,ME,1689,0,0,1,"DAUNORUBICINA. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: CLORHIDRATO DE DAUNORUBICINA EQUIVALENTE A 20 MG DE DAUNORUBICINA. ENVASE CON UN FRASCO AMPULA.",NULL,NULL,NULL
010.000.4229.00,ME,1689,0,0,1,"L - ASPARGINASA. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON POLVO CONTIENE: L-ASPARGINASA 10,000 U. I. ENVASE CON UN FRASCO AMPULA.",NULL,NULL,NULL
010.000.4230.00,ME,1689,0,0,1,"ETOPOSIDO. SOLUCION INYECTABLE. CADA FRASCO AMPULA CONTIENE: ETOPOSIDO 100 MG. ENVASE CON 10 FRASCOS AMPULA DE 5 ML.",NULL,NULL,NULL
010.000.4231.00,ME,1689,0,0,1,"INMUNOGLOBULINA ANTILINFOCITOS T HUMANOS OBTENIDA DE CONEJO DE 25 MG, SOLUCIÓN INYECTABLE, ENVASE CON FRASCO ÁMPULA CON POLVO LIOFILIZADO.",NULL,NULL,NULL
010.000.4239.00,ME,1689,0,0,1,"FACTOR ANTIHEMOFILICO HUMANO.  SOLUCION INYECTABLE. CADA FRASCO AMPULA CONTIENE: FACTOR VIII  250 U.I. ENVASE CON UN FRASCO AMPULA, FRASCO AMPULA CON DILUYENTE Y EQUIPO PARA ADMINISTRACION.",NULL,NULL,NULL
010.000.4241.00,ME,1689,1,0,1,"DEXAMETASONA Solución inyectable 8 mg/2 ml 1 ampolleta o frasco ámpula con 2 ml",NULL,NULL,NULL
010.000.4242.00,ME,1689,1,0,1,"ENOXAPARINA Solución  inyectable 20 mg 2 Jeringas  de 0.2 ml",NULL,NULL,NULL
010.000.4245.00,ME,1689,0,0,1,"EPTACOG ALFA (FACTOR DE COAGULACIÓN VII ALFA RECOMBINANTE). SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: FACTOR DE COAGULACION VII ALFA RECOMBINANTE 120,000 UI (2.4 MG). ENVSE CON UN FRASCO AMPULA CON LIOFILIZADO Y UN FRASCO AMPULA CO",NULL,NULL,NULL
010.000.4246.00,ME,1689,1,0,1,"CLOPIDOGREL Gragea  o tableta 75 mg 14 grageas o tabletas",NULL,NULL,NULL
010.000.4246.01,ME,1689,1,0,1,"CLOPIDOGREL Gragea  o tableta 75 mg 28 grageas o tabletas",NULL,NULL,NULL
010.000.4249.00,ME,1689,1,0,1,"LEVOFLOXACINO Solución  inyectable 500 mg/100 ml Envase con 100 ml",NULL,NULL,NULL
010.000.4251.00,ME,1689,1,0,1,"VANCOMICINA Solución inyectable 500 mg Frasco ámpula",NULL,NULL,NULL
010.000.4254.00,ME,1689,0,0,1,"CEFTAZIDIMA SOLUCIÒN INYECTABLE CADA FRASCO AMPULA CON POLVO CONTIENE CEFTAZIDIMA PENTAHIDRATADA EQUIVALENTE A 1 GR. DE CEFTAZIDIMA ",NULL,NULL,NULL
010.000.4255.00,ME,1689,1,0,1,"CIPROFLOXACINO Cápsula  ó tableta 250 mg 8 cápsulas ó tabletas",NULL,NULL,NULL
010.000.4258.00,ME,1689,1,0,1,"CIPROFLOXACINO Suspensión 250 mg/5 ml Envase con 5 g y  93 ml de diluyente",NULL,NULL,NULL
010.000.4259.00,ME,1689,1,0,1,"CIPROFLOXACINO Solución  inyectable 200 mg/100 ml Envase con 100 ml",NULL,NULL,NULL
010.000.4260.00,ME,1689,1,0,1,"NISTATINA Suspensión  Oral 100,000 UI/ml Envase para 24 ml",NULL,NULL,NULL
010.000.4261.00,ME,1689,1,0,1,"OFLOXACINA Tableta 400 mg 6 tabletas",NULL,NULL,NULL
010.000.4261.01,ME,1689,1,0,1,"OFLOXACINA Tableta 400 mg 8 tabletas",NULL,NULL,NULL
010.000.4261.02,ME,1689,1,0,1,"OFLOXACINA Tableta 400 mg 12 tabletas",NULL,NULL,NULL
010.000.4263.00,ME,1689,1,0,1,"ACICLOVIR Comprimido  o tableta 200 mg 25 comprimidos  o tabletas",NULL,NULL,NULL
010.000.4264.00,ME,1689,1,0,1,"ACICLOVIR Solución  inyectable 250 mg 5 frascos ámpula",NULL,NULL,NULL
010.000.4290.00,ME,1689,1,0,1,"LINEZOLID Tableta 600 mg 10 tabletas",NULL,NULL,NULL
010.000.4294.00,ME,1689,0,0,1,"CICLOSPORINA MODIFICADA O CICLOSPORINA EN MICROEMULSIÓN DE 100 MG/ML, EMULSIÓN ORAL, ENVASE CON 50 ML Y PIPETA DOSIFICADORA.",NULL,NULL,NULL
010.000.4298.00,ME,1689,0,0,1,"CICLOSPORINA MODIFICADA O CICLOSPORINA EN MICROEMULSIÓN DE 100 MG, CÁPSULA DE GELATINA BLANDA, ENVASE CON 50 CÁPSULAS.",NULL,NULL,NULL
010.000.4299.00,ME,1689,1,0,1,"LEVOFLOXACINO Tableta 500 mg 7 tabletas",NULL,NULL,NULL
010.000.4300.00,ME,1689,1,0,1,"LEVOFLOXACINO Tableta 750 mg 7 tabletas",NULL,NULL,NULL
010.000.4301.00,ME,1689,0,0,1,"ERTAPENEM SÓDICO DE 1 G, SOLUCIÓN INYECTABLE, ENVASE CON UN FRASCO ÁMPULA CON LIOFILIZADO.",NULL,NULL,NULL
010.000.4302.00,ME,1689,1,0,1,"FINASTERIDA Gragea o  tableta  recubierta 5 mg 30 grageas o tabletas  recubiertas",NULL,NULL,NULL
010.000.4308.00,ME,1689,0,0,1,"SILDENAFIL TABLETA 50 MG 1 TABLETA",NULL,NULL,NULL
010.000.4320.00,ME,1689,0,0,1,"PALIVIZUMAB DE 50 MG / ML, SOLUCIÓN INYECTABLE, ENVASE CON UN FRASCO ÁMPULA Y AMPOLLETA CON 1.0 ML DE DILUYENTE.",NULL,NULL,NULL
010.000.4329.00,ME,1689,1,0,1,"MONTELUKAST Comprimido  masticable 5 mg 30 comprimidos",NULL,NULL,NULL
010.000.4330.00,ME,1689,1,0,1,"MONTELUKAST Comprimido  recubierto 10 mg 30 comprimidos",NULL,NULL,NULL
010.000.4335.02,ME,1689,1,0,1,"MONTELUKAST Granulado 4 mg 30 sobres",NULL,NULL,NULL
010.000.4356.01,ME,1689,1,0,1,"PREGABALINA Cápsula 75 mg 28 cápsulas",NULL,NULL,NULL
010.000.4359.00,ME,1689,1,0,1,"GABAPENTINA Cápsula 300 mg 15 cápsulas",NULL,NULL,NULL
010.000.4372.00,ME,1689,1,0,1,"VALACICLOVIR Comprimido recubierto 500 mg 10 comprimidos recubiertos",NULL,NULL,NULL
010.000.4372.01,ME,1689,1,0,1,"VALACICLOVIR Comprimido recubierto 500 mg 42 comprimidos recubiertos",NULL,NULL,NULL
010.000.4376.00,ME,1689,1,0,1,"MULTIVITAMINAS  (POLIVITAMINAS) Y MINERALES Tableta,  cápsula o gragea Vitamina B1, B2, B6,  B12, niacinamida, E, A,  D3, Acido pantoténico, sulfato ferroso, cobre,  magnesio, zinc 30 tabletas, cápsulas  o grageas",NULL,NULL,NULL
010.000.4402.00,ME,1689,0,0,1,"HIALURONATO DE SODIO 1 %. SOLUCION VISCOELASTICA INTRAOCULAR. BAJA DENSIDAD. CADA ML CONTIENE: HIALURONATO SODICO 10 MG / FOSFATO DIBASICO DE SODIO DODECAHIDRATADO 0.56 MG / FOSFATO MONOBASICO DE SODIO DIHIDRATADO 0.045 MG / CLORURO DE SODIO 8.5 MG. ENVAS",NULL,NULL,NULL
010.000.4407.00,ME,1689,1,0,1,"TETRACAÍNA Solución  oftálmica 5 mg/ ml Gotero integral con 10 ml",NULL,NULL,NULL
010.000.4418.00,ME,1689,1,0,1,"TRAVOPROST Solución  oftálmica 40 microgramo/ml Frasco gotero con 2.5 ml",NULL,NULL,NULL
010.000.4420.00,ME,1689,1,0,1,"BRIMONIDINA-TIMOLOL Solución  oftálmica 2.00 mg / 6.80 mg Envase con gotero integral  con 5 ml.",NULL,NULL,NULL
010.000.4429.00,ME,1689,1,0,1,"DACTINOMICINA Solución inyectable 0.5 mg Frasco ámpula",NULL,NULL,NULL
010.000.4431.00,ME,1689,0,0,1,"CARBOPLATINO. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: CARBOPLATINO 150 MG. ENVASE CON UN FRASCO AMPULA.",NULL,NULL,NULL
010.000.4432.00,ME,1689,0,0,1,"IFOSFAMIDA. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: IFOSFAMIDA 1 GR. ENVASE CON UN FRASCO AMPULA.",NULL,NULL,NULL
010.000.4437.00,ME,1689,0,0,1,"PALONOSETRÓN, CLORHIDRATO DE DE 0.25 MG/5 ML, SOLUCIÓN INYECTABLE, ENVASE CON UN FRASCO ÁMPULA CON 5 ML.",NULL,NULL,NULL
010.000.4441.00,ME,1689,0,0,1,"GRANISETRON. SOLUCION INYECTABLE. CADA AMPOLLETA CONTIENE: CLORHIDRATO DE GRANISETRON EQUIVALENTE A 3 MG DE GRANISETRON. ENVASE CON 3 ML.",NULL,NULL,NULL
010.000.4442.00,ME,1689,0,0,1,"APREPITANT DE 125 MG - 80 MG, CÁPSULA,ENVASE CON UNA CÁPSULA DE 125 MG Y 2 CÁPSULAS DE 80 MG.",NULL,NULL,NULL
010.000.4445.00,ME,1689,0,0,1,"VINORELBINA, BITARTRATO DE DE 20 MG, CÁPSULA, ENVASE CON 1 CÁPSULA.",NULL,NULL,NULL
010.000.4446.00,ME,1689,0,0,1,"VINORELBINA, BITARTRATO DE DE 30 MG, CÁPSULA, ENVASE CON 1 CÁPSULA.",NULL,NULL,NULL
010.000.4483.00,ME,1689,1,0,1,"FLUOXETINA Cápsula o  tableta 20 mg 14 cápsulas o tabletas",NULL,NULL,NULL
010.000.4483.01,ME,1689,1,0,1,"FLUOXETINA Cápsula o  tableta 20 mg 28 cápsulas o tabletas",NULL,NULL,NULL
010.000.4485.00,ME,1689,1,0,1,"DULOXETINA Cápsula 60 mg 14 cápsulas",NULL,NULL,NULL
010.000.4488.00,ME,1689,1,0,1,"VENLAFAXINA Cápsula o gragea de liberación  prolongada 75 mg. 10 cápsulas o grageas  de liberación prolongada",NULL,NULL,NULL
010.000.4490.00,ME,1689,1,0,1,"ARIPIPRAZOL Tableta 15 mg 20 tabletas",NULL,NULL,NULL
010.000.4491.00,ME,1689,1,0,1,"ARIPIPRAZOL Tableta 20 mg 10 tabletas",NULL,NULL,NULL
010.000.4492.00,ME,1689,1,0,1,"ARIPIPRAZOL Tableta 30 mg 10 tabletas",NULL,NULL,NULL
010.000.4504.00,ME,1689,1,0,1,"SULFASALAZINA Tableta con capa entérica 500 mg 60 tabletas",NULL,NULL,NULL
010.000.4505.00,ME,1689,0,0,1,"DEFLAZACORT DE 6 MG, TABLETA, ENVASE CON 20 TABLETAS.",NULL,NULL,NULL
010.000.4514.00,ME,1689,1,0,1,"LEFLUNOMIDA Comprimido 20 mg 30 comprimidos",NULL,NULL,NULL
010.000.4515.00,ME,1689,1,0,1,"LEFLUNOMIDA Comprimido 100 mg 3 comprimidos",NULL,NULL,NULL
010.000.4526.00,ME,1689,1,0,1,"LEVONORGESTREL Gragea 0.03 mg 35 Grageas",NULL,NULL,NULL
010.000.4551.00,ME,1689,1,0,1,"DEXTRÁN Solución inyectable al 6% Dextrán (60 000) 6 g/100 ml Cloruro de sodio 7.5 g/100 ml 250 ml",NULL,NULL,NULL
010.000.4552.00,ME,1689,0,0,1,"SEROALBUMINA HUMANA 20%. SOLUCION INYECTABLE. CADA FRASCO AMPULA CONTIENE: SEROALBUMINA HUMANA 10 GR. ENVASE CON UN FRASCO AMPULA DE 50 ML.",NULL,NULL,NULL
010.000.4582.01,ME,1689,0,0,1,"TAMIFLU FOSFATO DE OSELTAMIVIR EQUIVALENTE A 75 MG DE OSELTAMIVIR EXCIPIENTE C.B.P. 1 CÁPSULA ENVASE BLISTER CON 10 CÁPSULAS DE 75 MG",NULL,NULL,NULL
010.000.4592.00,ME,1689,1,0,1,"PIPERACILINA- TAZOBACTAM Solución  inyectable 4 g / 500 mg Frasco ámpula.",NULL,NULL,NULL
010.000.5075.00,ME,1689,1,0,1,"TEOFILINA Elíxir 533 mg/100 ml Envase con 450 ml",NULL,NULL,NULL
010.000.5079.00,ME,1689,1,0,1,"CLOROPIRAMINA Solución inyectable 20 mg/2 ml 5 ampolletas con 2 ml",NULL,NULL,NULL
010.000.5084.00,ME,1689,0,0,1,"TACROLIMUS. CAPSULAS. CADA CAPSULA CONTIENE: TACROLIMUS MONOHIDRATADO EQUIVALENTE A 1 MG DE TACROLIMUS. ENVASE CON 50 CAPSULAS.",NULL,NULL,NULL
010.000.5099.00,ME,1689,1,0,1,"ADENOSINA Solución  inyectable 6 mg 6 frascos ámpula con 2 ml",NULL,NULL,NULL
010.000.5100.00,ME,1689,0,0,1,"MILRINONA. SOLUCION INYECTABLE. CADA FRASCO AMPULA CONTIENE: LACTATO DE MILRINONA EQUIVALENTE A 20 MG DE MILRINONA. ENVASE CON UN FRASCO AMPULA DE 20 ML.",NULL,NULL,NULL
010.000.5104.00,ME,1689,1,0,1,"ESMOLOL Solución inyectable 100 mg/10 ml Frasco ámpula con 10 ml",NULL,NULL,NULL
010.000.5106.00,ME,1689,1,0,1,"ATORVASTATINA Tableta 20 mg 10 tabletas",NULL,NULL,NULL
010.000.5107.00,ME,1689,0,0,1,"ALTEPLASA.  ACTIVADOR TISULAR DEL PLASMINOGENO HUMANO. SOLUCION INYECTABLE. CADA FRASCO AMPULA  CON LIOFILIZADO CONTIENE: ALTEPLASA  50 MG. ENVASE  CON DOS FRASCOS AMPULA CON LIOFILIZADO. DOS FRASCOS AMPULA CON DISOLVENTE Y EQUIPO ESTERILIZADO PARA S",NULL,NULL,NULL
010.000.5117.00,ME,1689,0,0,1,"TENECTEPLASA DE 50 MG (10,000 U), SOLUCIÓN INYECTABLE, ENVASE CON FRASCO ÁMPULA Y JERINGA PRELLENADA CON 10 ML DE AGUA INYECTABLE.",NULL,NULL,NULL
010.000.5132.00,ME,1689,0,0,1,"ALANTOÍNA ALQUITRÁN DE HULLA Y CLIOQUINOL CREMA 0.2 G/100 G/ 5 G/100 G Y 3 G/100 G",NULL,NULL,NULL
010.000.5165.00,ME,1689,1,0,1,"METFORMINA Tableta 850 mg 30 tabletas",NULL,NULL,NULL
010.000.5166.00,ME,1689,0,0,1,"ACARBOSA DE 50 MG, TABLETA, ENVASE  CON 30 TABLETAS.",NULL,NULL,NULL
010.000.5176.00,ME,1689,1,0,1,"SUCRALFATO Tableta 1 g 40 tabletas",NULL,NULL,NULL
010.000.5181.00,ME,1689,0,0,1,"OCTREOTIDA SOLUCIÓN INYECTABLE 1 MG/5 ML FRASCO ÁMPULA CON 5 ML",NULL,NULL,NULL
010.000.5186.00,ME,1689,1,0,1,"PANTOPRAZOL O  RABEPRAZOL U OMEPRAZOL Tableta o gragea o  cápsula Pantoprazol 40 mg,  ó Rabeprazol 20 mg,  u Omeprazol 20 mg 7 tabletas o grageas  o cápsulas",NULL,NULL,NULL
010.000.5186.01,ME,1689,1,0,1,"PANTOPRAZOL O  RABEPRAZOL U OMEPRAZOL Tableta o gragea o  cápsula Pantoprazol 40 mg,  ó Rabeprazol 20 mg,  u Omeprazol 20 mg 14 tabletas o grageas  o cápsulas",NULL,NULL,NULL
010.000.5186.02,ME,1689,1,0,1,"PANTOPRAZOL O  RABEPRAZOL U OMEPRAZOL Tableta o gragea o  cápsula Pantoprazol 40 mg, ó  Rabeprazol 20 mg, u  Omeprazol 20 mg 28 tabletas o grageas  o cápsulas",NULL,NULL,NULL
010.000.5187.00,ME,1689,1,0,1,"OMEPRAZOL O  PANTOPRAZOL Solución inyectable Omeprazol 40 mg ó  Pantoprazol 40 mg Envase con un frasco  ámpula con liofilizado  y ampolleta con 10 ml  de diluyente",NULL,NULL,NULL
010.000.5191.00,ME,1689,0,0,1,"TERLIPRESINA SOLUCIÓN INYECTABLE 1 MG/5 ML FRASCO ÁMPULA CON LIOFILIZADO Y UNA AMPOLLETA CON 5 ML DE DILUYENTE.",NULL,NULL,NULL
010.000.5221.00,ME,1689,0,0,1,"PEGINTERFERÓN ALFA-2B DE 80 µG, SOLUCIÓN INYECTABLE, ENVASE CON UNA PLUMA PRECARGADA Y UN CARTUCHO CON 0.5 ML DE DILUYENTE.",NULL,NULL,NULL
010.000.5222.00,ME,1689,0,0,1,"PEGINTERFERÓN ALFA-2B DE 120 µG, SOLUCIÓN INYECTABLE, ENVASE CON UNA PLUMA PRECARGADA Y UN CARTUCHO CON 0.5 ML DE DILUYENTE.",NULL,NULL,NULL
010.000.5224.00,ME,1689,0,0,1,"PEGINTERFERÓN ALFA-2B DE 100 µG, SOLUCIÓN INYECTABLE, ENVASE CON UNA PLUMA PRECARGADA Y UN CARTUCHO CON 0.5 ML DE DILUYENTE.",NULL,NULL,NULL
010.000.5229.00,ME,1689,0,0,1,"ÁCIDO ASCÓRBICO SOLUCIÓN NYECTABLE - 1G - 6 AMPOLLETAS CON 10 ML",NULL,NULL,NULL
010.000.5232.00,ME,1689,1,0,1,"PIRIDOXINA Tableta 300 mg 10 tabletas",NULL,NULL,NULL
010.000.5233.00,ME,1689,1,0,1,"ÁCIDO FOLÍNICO Tableta 15 mg 12 tabletas",NULL,NULL,NULL
010.000.5244.00,ME,1689,0,0,1,"INMUNOGLOBULINA G NO MODIFICADA. SOLUCION INYECTABLE. CADA FRASCO AMPULA CONTIENE: INMUNOGLOBULINA G NO MODIFICADA 5 GR. ENVASE CON UN FRASCO AMPULA CON 100 ML.",NULL,NULL,NULL
010.000.5245.00,ME,1689,0,0,1,"INTERFERON. SOLUCION INYECTABLE. CADA FRASCO AMPULA O JERINGA CONTIENE: INTERFERON ALFA 2A 4.5 O 9 MILLONES UI. ENVASE CON UN FRASCO AMPULA O JERINGA CON UNA AGUJA.",NULL,NULL,NULL
010.000.5252.00,ME,1689,0,0,1,"FACTOR VIII RECOMBINANTE.  SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE: FACTOR VIII RECOMBINANTE 250 U I. ENVASE CON UN FRASCO AMPULA CON LIOFILIZADO, UN FRASCO AMPULA CON 10 ML DE DILUYENTE O JERINGA CON 2.5 ML DE DILUYENTE Y EQUIPO ",NULL,NULL,NULL
010.000.5255.00,ME,1689,1,0,1,"TRIMETOPRIMA Y  SULFAMETOXAZOL Solución inyectable 160 mg y 800 mg 6 ampolletas con 3 ml",NULL,NULL,NULL
010.000.5256.00,ME,1689,1,0,1,"CEFALOTINA Solución inyectable 1 g/5 ml Frasco ámpula y 5 ml de diluyente",NULL,NULL,NULL
010.000.5264.01,ME,1689,0,0,1,"CEFUROXIMA. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON POLVO CONTIENE: CEFUROXIMA SODICA EQUIVALENTE A 750 MG DE CEFUROXIMA. ENVASE CON UN FRASCO AMPULA CON 5 ML DE DILUYENTE.",NULL,NULL,NULL
010.000.5265.00,ME,1689,1,0,1,"IMIPENEM Y CILASTATINA Solución  inyectable 500 mg/ 500 mg Envase con un  frasco ámpula",NULL,NULL,NULL
010.000.5284.00,ME,1689,1,0,1,"CEFEPIMA Solución inyectable 500 mg/5 ml Frasco ámpula y  5 ml de diluyente",NULL,NULL,NULL
010.000.5287.00,ME,1689,1,0,1,"IMIPENEM Y CILASTATINA Solución  inyectable 250 mg/250 mg Envase con un  frasco ámpula",NULL,NULL,NULL
010.000.5291.00,ME,1689,0,0,1,"MEROPENEM SOLUCIÓN INYECTABLE CADA FRASCO ÁMPULA CON POLVO CONTIENE: MEROPENEM TRIHIDRATADO EQUIVALENTE A 500 MG DE MEROPENEM. ",NULL,NULL,NULL
010.000.5292.00,ME,1689,1,0,1,"MEROPENEM Solución  inyectable 1 g 1 frasco ámpula",NULL,NULL,NULL
010.000.5295.00,ME,1689,1,0,1,"CEFEPIMA Solución inyectable 1 g/3 ó 10 ml Frasco ámpula y  3 ml de diluyente.",NULL,NULL,NULL
010.000.5295.01,ME,1689,1,0,1,"CEFEPIMA Solución  inyectable 1 g/3 ó 10 ml Frasco ámpula y  10 ml de diluyente.",NULL,NULL,NULL
010.000.5302.00,ME,1689,1,0,1,"NITROFURANTOÍNA Suspensión 25 mg/ 5ml Envase con 120 ml",NULL,NULL,NULL
010.000.5306.00,ME,1689,0,0,1,"ACIDO MICOFENOLICO. TABLETAS. CADA  TABLETA CONTIENE:   MICOFENOLATO  DE MOFETILO 500 MG. ENVASE CON 50  TABLETAS.",NULL,NULL,NULL
010.000.5309.00,ME,1689,1,0,1,"TAMSULOSINA Cápsula de  liberación  prolongada 0.4 mg 10 cápsulas",NULL,NULL,NULL
010.000.5309.01,ME,1689,1,0,1,"TAMSULOSINA Cápsula de  liberación  prolongada 0.4 mg 20 cápsulas",NULL,NULL,NULL
010.000.5309.02,ME,1689,1,0,1,"TAMSULOSINA Cápsula de  liberación  prolongada 0.4 mg 30 cápsulas",NULL,NULL,NULL
010.000.5319.00,ME,1689,1,0,1,"DUTASTERIDA Cápsula 0.5 mg 30 cápsulas",NULL,NULL,NULL
010.000.5331.00,ME,1689,0,0,1,"BERACTANT (FOSFOLIPIDOS DE PULMON DE ORIGEN BOVINO) SUSPENSION INYECTABLE. CADA FASCO AMPULA CONTIENE 25 MG DE BERACTANT. FRASCO AMPULA DE 8 ML",NULL,NULL,NULL
010.000.5332.00,ME,1689,0,0,1,"ERITROPOYETINA. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO O SOLUCION CONTIENE: ERITROPOYETINA BETA 2,000 U I. ENVASE CON 12 FRASCOS AMPULA DE 1 ML CON DILUYENTE.",NULL,NULL,NULL
010.000.5333.00,ME,1689,0,0,1,"ERITROPOYETINA. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO O SOLUCION CONTIENE: ERITROPOYETINA BETA 4,000 U I. ENVASE CON 6 FRASCOS AMPULA CON DILUYENTE.",NULL,NULL,NULL
010.000.5335.01,ME,1689,0,0,1,"FOSFOLÍPIDOS DE PULMÓN PORCINO DE 80 MG, SUSPENSIÓN, ENVASE CON 3 ML.",NULL,NULL,NULL
010.000.5354.00,ME,1689,0,0,1,"NIMODIPINO FRASCO AMPULA CON 50 ML CON O SIN EQUIPO PERFUSOR DE POLIETILENO",NULL,NULL,NULL
010.000.5359.00,ME,1689,1,0,1,"VALPROATO DE MAGNESIO Tableta de  liberación  prolongada 600 mg 30 tabletas",NULL,NULL,NULL
010.000.5363.00,ME,1689,1,0,1,"TOPIRAMATO Tableta 100 mg 60 tabletas",NULL,NULL,NULL
010.000.5365.00,ME,1689,1,0,1,"TOPIRAMATO Tableta 25 mg 60 tabletas",NULL,NULL,NULL
010.000.5383.00,ME,1689,1,0,1,"MULTIVITAMINAS  (POLIVITAMINAS) Y MINERALES Jarabe Vitamina A, D, E, C,  B1, B2, B6, B12, nicotinamina y hierro Envase con 240 ml",NULL,NULL,NULL
010.000.5384.00,ME,1689,0,0,1,"MULTIVITAMINAS ADULTO. SOLUCION INYECTABLE. CADA FRASCO AMPULA CONTIENE: RETINOL (VITAMINA A) 2,000 U. I. / COLECALCIFEROL (VITAMINA D3) 200 U. I. / ACETATO DE ALFA TOCOFEROL (VITAMINA E) 7 U. I. / NICOTINAMIDA 17.0 MG / RIBOFLAVINA 1.4 MG / CLORHIDRATO",NULL,NULL,NULL
010.000.5385.00,ME,1689,0,0,1,"MULTIVITAMINAS INFANTIL. SOLUCION INYECTABLE. CADA FRASCO AMPULA CONTIENE: RETINOL (VITAMINA A) 2,000 U. I. / COLECALCIFEROL (VITAMINA D3) 200 U. I. / ACETATO DE ALFA TOCOFEROL (VITAMINA E) 7 U. I. / NICOTINAMIDA 17.0 MG / RIBOFLAVINA 1.4 MG / CLORHIDRATO",NULL,NULL,NULL
010.000.5388.00,ME,1689,0,0,1,"NUTRICIÓN PARENTERAL DE GLUCOSA 11%, AMINOÁCIDOS 11%, LÍPIDOS 20%., EMULSIÓN INYECTABLE, ENVASE CON BOLSA DE PLÁSTICO DE 1440 ML CON TRES COMPARTIMIENTOS (GLUCOSA 11% 885 ML, AMINOÁCIDOS AL 11% CON ELECTROLITOS 300 ML Y LÍPIDOS AL 20% 255 ML)",NULL,NULL,NULL
010.000.5389.00,ME,1689,0,0,1,"NUTRICIÓN PARENTERAL DE GLUCOSA 11%, AMINOÁCIDOS 11%, LÍPIDOS AL 20%., EMULSIÓN INYECTABLE, ENVASE CON BOLSA DE PLÁSTICO DE 2400 ML CON TRES COMPARTIMIENTOS (GLUCOSA 11% 1475 ML, AMINOÁCIDOS AL 11% CON ELECTROLITOS 500 ML Y LÍPIDOS AL 20% 425 ML).",NULL,NULL,NULL
010.000.5395.00,ME,1689,1,0,1,"TIAMINA Solución inyectable 500 mg 3 frascos ámpula",NULL,NULL,NULL
010.000.5418.01,ME,1689,0,0,1,"EXEMESTANO DE 25 MG, GRAGEA, ENVASE CON 30 GRAGEAS.",NULL,NULL,NULL
010.000.5423.00,ME,1689,0,0,1,"TRASTUZUMAB DE 440 MG/20 ML, SOLUCIÓN INYECTABLE, ENVASE CON FRASCO ÁMPULA CON POLVO Y FRASCO ÁMPULA CON 20 ML DE DILUYENTE.",NULL,NULL,NULL
010.000.5428.00,ME,1689,0,0,1,"ONDANSETRON SOLUCIÓN INYECTABLE 8 MG/ 4 ML ",NULL,NULL,NULL
010.000.5432.00,ME,1689,0,0,1,"FILGRASTRIM. SOLUCION INYECTABLE. CADA JERINGA CONTIENE: FILGRASTRIM 300 MCG. ENVASE CON 5 JERINGAS.",NULL,NULL,NULL
010.000.5435.00,ME,1689,0,0,1,"PACLITAXEL DE 300 MG/50 ML, SOLUCIÓN INYECTABLE, ENVASE CON UN FRASCO ÁMPULA CON 50 ML, CON EQUIPO PARA VENOCLISIS LIBRE DE POLIVINILCLORURO (PVC) Y FILTRO CON MEMBRANA NO MAYOR DE 0.22 µM.",NULL,NULL,NULL
010.000.5437.00a,ME,1689,0,0,1,"DOCETAXEL ANHIDRO DE 80 MG/6 ML, SOLUCIÓN INYECTABLE, ENVASE CON UN FRASCO ÁMPULA CON 80 MG Y FRASCO ÁMPULA CON 6 ML DE DILUYENTE.",NULL,NULL,NULL
010.000.5438.00,ME,1689,0,0,1,"GEMCITABINA, CLORHIDRATO DE DE 1 G, SOLUCIÓN INYECTABLE, ENVASE CON UN FRASCO ÁMPULA.",NULL,NULL,NULL
010.000.5449.00,ME,1689,0,0,1,"ANASTROZOL DE 1 MG, TABLETA, ENVASE  CON 28 TABLETAS.",NULL,NULL,NULL
010.000.5451.00,ME,1689,1,0,1,"CINARIZINA Tableta 75 mg 60 tabletas",NULL,NULL,NULL
010.000.5457.00b,ME,1689,0,0,1,"DOCETAXEL TRIHIDRATADO DE 20 MG/1.5 ML, SOLUCIÓN INYECTABLE, ENVASE CON UN FRASCO ÁMPULA CON 20 MG Y FRASCO ÁMPULA CON 1.5 ML DE DILUYENTE.",NULL,NULL,NULL
010.000.5460.00,ME,1689,0,0,1,"CAPECITABINA DE 150 MG, TABLETA, ENVASE CON 60 TABLETAS.",NULL,NULL,NULL
